################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the barbarians of isis , and we are going to defeat them fast .'
GOLD SEQ: 	 b'they wanted their patents and all their secrets before they agreed to buy planes from boeing .'
PRED SEQ:	 b'they wanted their patents and all their secrets before they agreed to buy planes from boeing .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.02825944, 0.06637705, 0.02389937, 0.00096352346, 7.372523e-05, 0.055151753, 0.004511146, 0.57812864, 0.00012774006, 0.0005320257, 7.5682154e-05, 4.4678586e-06, 0.0011085338, 0.006394098, 6.5073706e-05, 0.0030861748, 0.00028196577]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you ' re african - american ."
GOLD SEQ: 	 b"you ' re african - american ."
PRED SEQ:	 b"you ' re a successful film ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06835266, 0.06972504, 0.22448163, 0.5679468, 0.41842473, 0.42778057, 0.002738577]
GOLD TOK: 	 []
PRED TOK: 	 [['a', 'successful', 'film']]
################################################################################
IN SEQ: 	 b"if we don ' t get the deal we want , we ' ll leave na ##ft ##a and start over to get a much better deal ."
GOLD SEQ: 	 b"if we don ' t get the deal we want , we ' ll leave na ##ft ##a and start over to get a much better deal ."
PRED SEQ:	 b"if we don ' t get the deal we want , we ' ll leave na ##ft ##a and start over to get a better deal ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.007845861, 0.0029309776, 2.0312214e-05, 6.812252e-06, 1.326511e-05, 1.3229825e-05, 5.263421e-06, 3.8508584e-05, 0.00043791384, 7.498238e-05, 7.0035308e-06, 0.0060124234, 3.8057857e-05, 0.00076756225, 9.737357e-05, 0.00015511912, 0.00068605435, 0.00023569966, 3.0451602e-05, 3.4699482e-05, 0.00015147637, 1.1075683e-05, 8.617394e-05, 3.8611473e-05, 0.9162308, 0.047369655, 5.4374083e-05, 1.0732947e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'democrats have run these inner cities for half a century .'
GOLD SEQ: 	 b'democrats have run these inner cities for half a century .'
PRED SEQ:	 b'democrats have run these inner cities for half a century .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.4896913, 0.22476129, 0.1379578, 0.08568809, 0.10506304, 0.0008638087, 0.0029606742, 0.0002981875, 0.00013416658, 0.00046656377, 0.005282837]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she doesn ' t expose whatever ' s going on up here ."
GOLD SEQ: 	 b"she doesn ' t expose whatever ' s going on up here ."
PRED SEQ:	 b"she stated that she believes it is said to expose whatever ' s going on up ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.18321733, 0.42005566, 0.02827857, 0.06914469, 0.5628675, 0.070373006, 0.0436912, 0.058711935, 0.0007114171, 0.00028758743, 0.0069535444, 0.00861273, 0.000775138]
GOLD TOK: 	 []
PRED TOK: 	 [['stated', 'that', 'she', 'believes', 'it', 'is', 'said', 'to']]
################################################################################
IN SEQ: 	 b'we will have one american nation .'
GOLD SEQ: 	 b'we will have one american nation .'
PRED SEQ:	 b'we will have one american nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06835232, 0.5512167, 0.004021382, 0.01180508, 0.08977, 0.10318255, 6.336096e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you ' ve taken in harder than most states ."
GOLD SEQ: 	 b"you ' ve taken in harder than most states ."
PRED SEQ:	 b"you ' ve taken in harder than most states ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.03700367, 0.0039474647, 0.005968188, 0.029457945, 0.005772811, 0.64654857, 0.021374775, 0.054212544, 0.027028756, 0.00017846977]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'those failures end beginning on november 8th .'
GOLD SEQ: 	 b'those failures end beginning on november 8th .'
PRED SEQ:	 b'those end beginning on november 8th .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0004502299, 0.9990471, 0.0027407687, 6.511908e-05, 2.1761077e-06, 3.5044288e-06, 2.7407252e-06, 1.9698907e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'japan is ripping us off with the cars .'
GOLD SEQ: 	 b'japan is ripping us off with the cars .'
PRED SEQ:	 b'japan is possible us off with the cars .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.03567221, 0.07013587, 0.68383753, 0.10780812, 0.0757186, 0.0008159536, 0.00029888967, 0.0046960427, 0.0002903277]
GOLD TOK: 	 []
PRED TOK: 	 [['possible']]
################################################################################
IN SEQ: 	 b'now , fast - forward to present time .'
GOLD SEQ: 	 b'now , fast - forward to present time .'
PRED SEQ:	 b'now , to present time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.16051921, 0.00014775305, 0.6348328, 0.83390653, 0.4472013, 1.3008194e-05, 0.025616782, 0.0001707669, 1.7829232e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
GOLD SEQ: 	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
PRED SEQ:	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0035838338, 0.007603872, 0.043660257, 0.0047840346, 0.3303829, 0.34703276, 0.00030392027, 7.8089135e-05, 0.00042266963, 2.5375189e-06, 6.4234528e-06, 5.6055314e-06, 4.1143012e-05, 9.813366e-06, 0.0063666077, 0.0017685401, 0.0033244651, 0.003666634, 0.09424209, 0.0014906824, 0.029301738, 1.9562305e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] i want to express our un ##yi ##eld ##ing support for the people of france , and we mo ##urn their loss as a nation .'
GOLD SEQ: 	 b'[ applause ] i want to express our un ##yi ##eld ##ing support for the people of france , and we mo ##urn their loss as a nation .'
PRED SEQ:	 b'[ applause ] i want to express our support for the people of france , and we mo ##urn their loss as a nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [2.7600775e-06, 3.1216166e-06, 2.3758828e-06, 1.3476227e-06, 1.6064225e-06, 6.814538e-07, 7.415172e-07, 9.383041e-05, 0.9998153, 0.9997782, 0.99976295, 0.99973184, 1.268193e-06, 6.571183e-07, 6.32393e-07, 2.3030505e-06, 6.7657703e-07, 1.9568276e-06, 6.290781e-07, 8.521568e-07, 4.338781e-06, 3.476315e-06, 6.7758388e-06, 5.544644e-06, 1.8368242e-05, 6.965823e-07, 7.2693643e-07, 1.8432814e-06, 6.106912e-07]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they kept cash ##ing in .'
GOLD SEQ: 	 b'they kept cash ##ing in .'
PRED SEQ:	 b'they kept cash in .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.4329404, 0.2315441, 0.24932294, 0.35418266, 0.028780788, 0.0014659447]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
GOLD SEQ: 	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
PRED SEQ:	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.22698481, 0.010837497, 0.02291167, 0.3348774, 0.1453235, 0.1490222, 0.0023037745, 0.007984863, 0.0062667956, 0.19351333, 0.0036461463, 0.002276216, 0.005214815, 0.007824654, 0.00016748128, 0.00093758217, 0.0001291643, 0.012405136, 0.0021602279]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'on top of that she promises un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within our country .'
GOLD SEQ: 	 b'on top of that she promises un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within our country .'
PRED SEQ:	 b'on top of that she promises un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [6.6031416e-06, 7.2901125e-06, 9.0374766e-07, 1.3966122e-06, 4.3695432e-05, 0.0049647084, 4.5105462e-05, 4.163456e-05, 3.6104557e-05, 7.5276774e-05, 2.4647966e-06, 7.517182e-05, 2.3719485e-05, 0.000174789, 2.4526771e-05, 5.6480626e-06, 0.0002580945, 1.8117402e-06, 1.995066e-05, 2.1979324e-06, 1.1002442e-06, 2.6234568e-06, 1.0287433e-06, 0.00013363162, 1.5065151e-05, 7.9865674e-07, 1.3146174e-06, 5.5821332e-05, 1.2535795e-06, 2.7552303e-06, 1.7354614e-06, 2.0636269e-06, 1.2297859e-06, 3.1104526e-05, 1.1877319e-05, 8.038536e-06, 0.9884878, 0.00037348983, 1.033496e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] and hillary is going to cut your social security and really in ##jure medicare .'
GOLD SEQ: 	 b'[ applause ] and hillary is going to cut your social security and really in ##jure medicare .'
PRED SEQ:	 b'[ applause ] and hillary is going to cut your social security and in ##jure medicare .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0023708583, 0.0017301776, 0.00038496434, 2.19375e-05, 0.00060175563, 0.00010622861, 0.00023512215, 1.9750149e-05, 0.0017274832, 0.39641535, 1.4032613e-05, 6.99612e-06, 0.00033750336, 0.6802838, 0.022967834, 0.08102316, 0.0010648024, 6.5355243e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'but just let your product come right in , no tax , no nothing .'
GOLD SEQ: 	 b'but just let your product come right in , no tax , no nothing .'
PRED SEQ:	 b'just let your product come right in , no tax , no nothing .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.7051453, 0.27865452, 7.940383e-05, 0.014149161, 0.0016106656, 3.27747e-05, 0.00236161, 1.5482412e-05, 2.0546977e-06, 0.0006635762, 0.00028584857, 2.4802105e-06, 0.0021007485, 0.00074868335, 1.1666548e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"america is far less safe and the world is far less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
GOLD SEQ: 	 b"america is far less safe and the world is far less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
PRED SEQ:	 b"america is far less safe and the world is less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.03668928, 0.01239706, 0.5357167, 0.0011536238, 0.039650694, 0.00022445276, 0.00034179943, 0.0069623543, 0.0066514765, 0.33716556, 0.0007854631, 0.014958247, 0.0003400903, 0.004358931, 0.00038772737, 0.00025798084, 2.4685798e-05, 0.00020260332, 2.6920734e-05, 0.0005468743, 0.0007419251, 3.3166783e-05, 5.8556077e-05, 8.1705795e-05, 9.817914e-06, 0.0006772362, 1.46256925e-05, 3.6114267e-05, 5.7746955e-05, 2.901554e-05, 3.258618e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"we ' re soon going to be at $ 20 trillion ."
GOLD SEQ: 	 b"we ' re soon going to be at $ 20 trillion ."
PRED SEQ:	 b"we ' re soon going to be at $ 20 trillion ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.27258736, 0.017573755, 0.03394107, 0.33534506, 0.028681694, 0.00047033682, 0.0011604175, 0.07850974, 0.009700292, 0.002537285, 0.16666134, 0.0028778608]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'my opponent dismissed the va scandal as being not widespread one more sign of how out of touch she really is .'
GOLD SEQ: 	 b'my opponent dismissed the va scandal as being not widespread one more sign of how out of touch she really is .'
PRED SEQ:	 b'my opponent dismissed the va as being not widespread one more sign of how out of touch she really is .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.04685262, 0.05017878, 0.0757283, 0.0001727044, 0.0130026825, 0.48063463, 4.831767e-05, 0.00017089068, 0.00032952288, 0.004097508, 0.006916669, 0.020065028, 0.008771816, 5.966737e-05, 0.0015327317, 0.0002642167, 9.66422e-06, 0.00027991566, 0.0024960628, 0.049087543, 0.0022853806, 1.1284588e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"and he ' s going to win that fight ."
GOLD SEQ: 	 b"and he ' s going to win that fight ."
PRED SEQ:	 b"and the player ' s going to win that fight ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.40839276, 0.3256884, 0.02383313, 0.07257833, 0.024870958, 0.00061430124, 0.022964742, 0.18271412, 0.08572208, 0.001621414]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'player']]
################################################################################
IN SEQ: 	 b"but it ' s time for our country to start thinking big once again ."
GOLD SEQ: 	 b"but it ' s time for our country to start thinking big once again ."
PRED SEQ:	 b"it ' s time for the united states to start thinking big once again ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.8527913, 1.0416919e-05, 2.9663292e-05, 9.97109e-05, 7.37741e-05, 4.444257e-06, 0.49251124, 0.016347488, 4.0287073e-06, 4.9033456e-06, 9.143251e-05, 0.00016444868, 0.00050200697, 2.8187966e-05, 3.9162158e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'united', 'states']]
################################################################################
IN SEQ: 	 b'many are in this building .'
GOLD SEQ: 	 b'many are in this building .'
PRED SEQ:	 b'some have claimed to claim that in this building .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.99399614, 0.0040054587, 2.363984e-05, 0.0008886944, 0.00022649032, 7.943475e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['some', 'have', 'claimed', 'to', 'claim', 'that']]
################################################################################
IN SEQ: 	 b'the clinton ##s made almost $ 60 , 000 in gross income while she was secretary of state .'
GOLD SEQ: 	 b'the clinton ##s made almost $ 60 , 000 in gross income while she was secretary of state .'
PRED SEQ:	 b'the clinton ##s made almost $ 60 , 000 in gross income while she was secretary of state .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.006805675, 0.008211564, 0.8380201, 0.026914565, 0.023422934, 0.00014965847, 2.4109806e-05, 6.3378807e-06, 2.3859666e-05, 1.56353e-05, 0.00472878, 0.00016743658, 2.6110165e-05, 0.00072730664, 0.000110036046, 2.8947192e-05, 6.751192e-06, 3.482552e-05, 1.2775139e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"new e - mail ##s revealed by abc news just yesterday show that during the deadly earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
GOLD SEQ: 	 b"new e - mail ##s revealed by abc news just yesterday show that during the deadly earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
PRED SEQ:	 b"new e - mail ##s revealed by abc news just yesterday show that during the earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00040698028, 1.6531834e-06, 1.7674621e-06, 2.025076e-06, 2.917336e-06, 0.047232468, 1.2195036e-06, 1.2084888e-06, 9.955371e-07, 4.3839796e-06, 4.065404e-06, 0.0817632, 4.81891e-06, 4.100193e-06, 6.471419e-06, 0.83833987, 1.5245945e-05, 3.5253688e-06, 1.6560316e-05, 1.0234405e-06, 4.6086017e-05, 0.0031557023, 2.3367731e-05, 2.7828498e-06, 9.414488e-07, 2.439224e-06, 5.2974933e-06, 1.4013339e-06, 1.7916247e-05, 1.205518e-05, 1.4222119e-05, 5.13896e-05, 4.781473e-06, 6.014148e-06, 7.1201853e-06, 0.0027888066, 0.00043487496, 3.611096e-05, 1.412124e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they were never like that .'
GOLD SEQ: 	 b'they were never like that .'
PRED SEQ:	 b'they were never like that .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.19477868, 0.15631485, 0.5092166, 0.1412317, 0.25262576, 0.0078118853]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she couldn ' t even remember whether she was trained on handling classified information ."
GOLD SEQ: 	 b"she couldn ' t even remember whether she was trained on handling classified information ."
PRED SEQ:	 b"she couldn ' t remember whether she was trained on handling classified information ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.011546045, 0.0019216613, 4.495388e-05, 3.8729886e-05, 0.9386666, 0.00014325631, 4.3358752e-05, 0.0003164918, 1.9401263e-05, 0.00052888005, 5.230156e-06, 0.037076972, 0.018503172, 0.00014117222, 3.653233e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i love you , too .'
GOLD SEQ: 	 b'i love you , too .'
PRED SEQ:	 b"i ' s you ' d ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.82324153, 0.2563571, 0.04681318, 0.0031311235, 0.06399929, 0.010164023]
GOLD TOK: 	 []
PRED TOK: 	 [["'", 's'], ["'", 'd']]
################################################################################
IN SEQ: 	 b"i don ' t know ."
GOLD SEQ: 	 b"i don ' t know ."
PRED SEQ:	 b"people don ' t know ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.68145084, 0.18443379, 0.009075036, 0.038371436, 0.18345264, 0.009623139]
GOLD TOK: 	 []
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form our inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
GOLD SEQ: 	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form our inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
PRED SEQ:	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00022892427, 5.967693e-05, 8.545407e-05, 5.6193057e-05, 2.1156832e-06, 1.677784e-05, 0.0013991107, 0.00020267752, 0.0004029029, 0.00034622935, 0.000754338, 7.204965e-05, 0.00036744363, 0.0007083447, 6.206541e-06, 3.1385538e-05, 2.0341833e-05, 0.9159117, 0.0003469318, 4.232364e-06, 3.4178607e-05, 0.0074459263, 8.478411e-05, 2.5779755e-06, 1.3690374e-05, 4.197586e-06, 6.59876e-06, 3.8342723e-06, 3.0411204e-05, 1.7518923e-05, 1.7216791e-05, 2.9079251e-06, 0.0002377944, 9.535628e-06, 0.0011970949, 0.00021755957, 0.0008791579, 1.1654104e-05, 2.0723835e-06, 2.5438636e-05, 0.00014719157, 7.570047e-06, 1.0990802e-05, 0.00038282873, 0.00016349024, 4.289906e-06, 5.7570946e-05, 1.7760659e-06, 6.1410633e-06, 1.1898815e-05, 8.483923e-06, 1.2542133e-06, 5.05529e-06, 1.3056639e-06, 4.5503602e-06, 2.7840285e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one of the biggest problems facing young people and families today is the cost of college education .'
GOLD SEQ: 	 b'one of the biggest problems facing young people and families today is the cost of college education .'
PRED SEQ:	 b'one of the biggest problems facing young people and families today is the cost of college education .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.122626394, 0.0011326364, 0.0033504951, 0.43783072, 0.08492616, 0.14436506, 0.008576196, 0.0005498155, 3.9815775e-05, 0.00014379101, 0.016543493, 0.030053452, 0.00053032226, 0.003252609, 1.846399e-05, 0.00022481965, 0.00012871235, 4.834149e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"we can ' t bring it back ."
GOLD SEQ: 	 b"we can ' t bring it back ."
PRED SEQ:	 b"people can ' t bring it back ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.7043845, 0.642624, 0.049394283, 0.03002318, 0.0012187503, 0.004839729, 0.014360654, 0.005295602]
GOLD TOK: 	 []
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'[ boo ##ing ] the same people paying bill clinton for speeches were lobbying hillary clinton at the same the same time , same time .'
GOLD SEQ: 	 b'[ boo ##ing ] the same people paying bill clinton for speeches were lobbying hillary clinton at the same the same time , same time .'
PRED SEQ:	 b'[ the same people paying bill clinton for speeches were lobbying hillary clinton at the same time , same time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.29309535, 0.98764336, 0.99195075, 0.6981631, 1.9845078e-05, 0.00011177186, 0.00019582009, 0.0012207261, 3.1052183e-05, 2.2098766e-06, 3.152088e-06, 0.00013340921, 0.0011025959, 0.018551208, 0.0007212826, 8.697603e-06, 6.007515e-06, 3.4244306e-06, 0.00016142508, 1.0086554e-05, 1.0584856e-05, 5.900884e-06, 2.4095953e-06, 8.906113e-05, 5.0004746e-06, 2.7965487e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the t ##pp will not only destroy our manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
GOLD SEQ: 	 b'the t ##pp will not only destroy our manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
PRED SEQ:	 b'the t ##pp will not only destroy destroy our manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00033940433, 6.1025432e-05, 0.00015444907, 0.0027191264, 2.1714455e-05, 0.00011296745, 0.007927606, 0.85921603, 0.0002266921, 2.4841331e-06, 2.4088431e-05, 0.0005113331, 0.005573013, 6.366537e-05, 0.005353915, 4.5777695e-05, 2.509779e-06, 5.221445e-06, 0.00025986295, 6.493609e-05, 6.6027956e-06, 0.005109801, 1.856403e-05, 4.1373037e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['destroy']]
################################################################################
IN SEQ: 	 b'but we must use ideological warfare as well .'
