################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the barbarians of isis , and we are going to defeat them fast .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.8193451, 0.89224094, 0.59926325, 0.93314373, 0.72551656, 0.84269094, 0.4892442, 0.538589, 0.5969708, 0.62544894, 0.665351, 0.770748, 0.9439231]
GOLD TOK: 	 []
PRED TOK: 	 [['whatever']]
################################################################################
IN SEQ: 	 b'we will have one american nation .'
GOLD SEQ: 	 b'we will have one american nation .'
PRED SEQ:	 b'we will have one american nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3299107, 0.3707835, 0.3070772, 0.33624256, 0.24567118, 0.26132953, 0.44361547]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you ' ve taken in harder than most states ."
GOLD SEQ: 	 b"you ' ve taken in harder than most states ."
PRED SEQ:	 b"you ' ve taken harder than most states ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.41221648, 0.121828035, 0.26905918, 0.19702013, 0.18942837, 0.334809, 0.47702825, 0.40043586, 0.39483923, 0.49997747]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'those failures end beginning on november 8th .'
GOLD SEQ: 	 b'those failures end beginning on november 8th .'
PRED SEQ:	 b'those changes end beginning on november 8th .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5758387, 0.7508999, 0.7872803, 0.77646005, 0.530717, 0.3284479, 0.3752194, 0.70232725]
GOLD TOK: 	 []
PRED TOK: 	 [['changes']]
################################################################################
IN SEQ: 	 b'japan is ripping us off with the cars .'
GOLD SEQ: 	 b'japan is ripping us off with the cars .'
PRED SEQ:	 b'japan is defeating us off with the cars .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.36700064, 0.31256735, 0.22381437, 0.31634676, 0.5111045, 0.2552547, -0.2055169, 0.12409596, 0.49357563]
GOLD TOK: 	 []
PRED TOK: 	 [['defeating']]
################################################################################
IN SEQ: 	 b'now , fast - forward to present time .'
GOLD SEQ: 	 b'now , fast - forward to present time .'
PRED SEQ:	 b'now , fast - forward to present time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.25219584, 0.046959028, -0.0016594604, 0.20778918, 0.15826811, 0.33997953, 0.020301178, 0.32592976, 0.35954112]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
GOLD SEQ: 	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
PRED SEQ:	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.48636603, 0.17474972, 0.2076966, 0.08611126, 0.3581519, 0.44564486, 0.50344485, 0.5535488, 0.5171163, 0.4435153, 0.8280854, 0.5625837, 0.52141577, 0.121381834, 0.2954687, 0.35868537, 0.5536324, 0.5293745, 0.42452705, 0.30190513, 0.30338246, 0.68226993]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] i want to express our un ##yi ##eld ##ing support for the people of france , and we mo ##urn their loss as a nation .'
GOLD SEQ: 	 b'[ applause ] i want to express our un ##yi ##eld ##ing support for the people of france , and we mo ##urn their loss as a nation .'
PRED SEQ:	 b'[ applause ] i want to express our support for the people of france , and we mo ##urn their loss as a nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.05399987, -0.21733531, 0.11580557, 0.16415817, 0.0052291453, 0.23891309, 0.12721121, -0.064238094, 0.44048086, 0.5779014, 0.3788556, 0.60127354, 0.44185084, 0.27240548, -0.15584898, 0.3815303, 0.47432065, -0.18225294, -0.3782661, 0.30730444, 0.119494215, 0.0796673, 0.1913934, 0.04080993, 0.33469293, 0.48578456, 0.35134768, 0.112820074, 0.36584812]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they kept cash ##ing in .'
GOLD SEQ: 	 b'they kept cash ##ing in .'
PRED SEQ:	 b'they kept cash ##ing in .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3012979, 0.2581874, 0.15903276, 0.1580401, 0.36918497, 0.5191916]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
GOLD SEQ: 	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
PRED SEQ:	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.63591707, 0.45043886, 0.7210635, 0.5018076, 0.422691, 0.56359553, 0.21910837, 0.5065713, 0.23843595, 0.28015482, 0.4393652, 0.44424945, 0.3659794, 0.4250096, 0.4645024, 0.5391296, 0.5009765, 0.51206535, 0.9054993]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'on top of that she promises un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within our country .'
GOLD SEQ: 	 b'on top of that she promises un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within our country .'
PRED SEQ:	 b'on top of that she claims to un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within the country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5416429, 0.682945, 0.75223607, 0.54419404, 0.42127138, 0.05702886, 0.55360067, 0.76433134, 0.46726093, 0.41797048, 0.4798727, 0.3243614, 0.51968586, 0.46501797, 0.58888966, 0.845503, 0.5066236, 0.6360868, 0.33095205, 0.32661194, 0.51099473, 0.40199623, 0.37788343, 0.20206547, 0.57624006, 0.44125795, 0.4277163, 0.41262114, 0.31326336, 0.013299912, 0.0404044, 0.15597586, 0.26162666, 0.066735104, 0.52132255, 0.5159608, 0.26677567, 0.17671558, 0.7360482]
GOLD TOK: 	 []
PRED TOK: 	 [['claims', 'to'], ['the']]
################################################################################
IN SEQ: 	 b'[ applause ] and hillary is going to cut your social security and really in ##jure medicare .'
GOLD SEQ: 	 b'[ applause ] and hillary is going to cut your social security and really in ##jure medicare .'
PRED SEQ:	 b'[ applause ] and hillary is going to cut your social security and really in ##jure medicare .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.16813862, 0.04810408, 0.27144974, 0.29863876, -0.0237851, 0.09919179, 0.23274109, 0.23236008, 0.31074384, 0.34233534, 0.43016693, 0.55437243, 0.3760329, 0.29377148, 0.2893068, 0.21900856, 0.4877835, 0.49300665]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'but just let your product come right in , no tax , no nothing .'
GOLD SEQ: 	 b'but just let your product come right in , no tax , no nothing .'
PRED SEQ:	 b'but may let your product come right in , no tax , no nothing .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.18680254, 0.078433394, 0.05441895, -0.23248616, -0.12498082, -0.104054436, -0.24074125, -0.05197244, -0.06964187, -0.09059059, -0.1298581, -0.17955078, -0.0013541579, 0.19704157, 0.2604327]
GOLD TOK: 	 []
PRED TOK: 	 [['may']]
################################################################################
IN SEQ: 	 b"america is far less safe and the world is far less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
GOLD SEQ: 	 b"america is far less safe and the world is far less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
PRED SEQ:	 b"america is far less safe and the world is far less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.49919796, 0.31292745, 0.46488535, 0.4614429, 0.20447472, 0.3351199, 0.03758476, 0.09352668, 0.41634354, 0.44379354, 0.34683383, 0.20283163, 0.43375215, 0.18137226, 0.019630753, -0.20104739, -0.06500858, -0.14817658, -0.11606782, -0.21858561, 0.034989983, 0.24177796, 0.28243244, 0.6654577, 0.6655671, 0.25751612, -0.0034847967, 0.09487307, 0.21170151, 0.3249091, 0.84119505]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"we ' re soon going to be at $ 20 trillion ."
GOLD SEQ: 	 b"we ' re soon going to be at $ 20 trillion ."
PRED SEQ:	 b"we ' re sometimes going to be at $ 20 trillion ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.65152216, 0.5685669, 0.75270694, 0.6574063, 0.7713952, 0.7632901, 0.7558466, 0.33392373, 0.4930765, 0.72223616, 0.5620918, 0.7688433]
GOLD TOK: 	 []
PRED TOK: 	 [['sometimes']]
################################################################################
IN SEQ: 	 b'my opponent dismissed the va scandal as being not widespread one more sign of how out of touch she really is .'
GOLD SEQ: 	 b'my opponent dismissed the va scandal as being not widespread one more sign of how out of touch she really is .'
PRED SEQ:	 b'my opponent dismissed the va position as being not widespread one more sign of how out of touch she really is .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3623321, 0.29703096, 0.27396083, 0.0694506, -0.03766527, 0.30876207, 0.5783191, 0.46772206, 0.28723276, 0.39663583, 0.5095911, 0.40127373, 0.42725068, 0.30182996, 0.1644186, 0.39278394, 0.4114747, 0.34640077, 0.2862575, 0.21526441, 0.23077852, 0.54665905]
GOLD TOK: 	 []
PRED TOK: 	 [['position']]
################################################################################
IN SEQ: 	 b"and he ' s going to win that fight ."
GOLD SEQ: 	 b"and he ' s going to win that fight ."
PRED SEQ:	 b"and the time , that he ' s going to win that fight ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.53867286, 0.17470877, -0.1566116, 0.45571363, 0.37965754, 0.21053308, 0.3865888, 0.3643198, 0.31858248, 0.73814064]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'time', ',', 'that']]
################################################################################
IN SEQ: 	 b"but it ' s time for our country to start thinking big once again ."
GOLD SEQ: 	 b"but it ' s time for our country to start thinking big once again ."
PRED SEQ:	 b"but it ' s time for our country to start thinking big once again ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.94713885, 0.6798527, 0.6455132, 0.8187775, 0.6898169, 0.6429532, 0.5149167, 0.3963247, 0.53730565, 0.5263471, 0.4491958, 0.48627976, 0.46253908, 0.83845735, 1.0667498]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'many are in this building .'
GOLD SEQ: 	 b'many are in this building .'
PRED SEQ:	 b'some are in this building .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3534294, 0.3443132, 0.33610153, 0.31016165, 0.36668617, 0.42578858]
GOLD TOK: 	 []
PRED TOK: 	 [['some']]
################################################################################
IN SEQ: 	 b'the clinton ##s made almost $ 60 , 000 in gross income while she was secretary of state .'
GOLD SEQ: 	 b'the clinton ##s made almost $ 60 , 000 in gross income while she was secretary of state .'
PRED SEQ:	 b'the clinton ##s made up to provide almost $ 60 , 000 in gross income while she was secretary of state .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.08794665, 0.18997988, 0.25637218, 0.26554406, 0.38062125, 0.19927162, 0.4900343, 0.22481802, 0.464602, 0.495277, 0.6153756, 0.45477712, 0.1919606, -0.074732795, -0.03462538, 0.2221305, 0.36570525, 0.24910773, 0.5465355]
GOLD TOK: 	 []
PRED TOK: 	 [['up', 'to', 'provide']]
################################################################################
IN SEQ: 	 b"new e - mail ##s revealed by abc news just yesterday show that during the deadly earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
GOLD SEQ: 	 b"new e - mail ##s revealed by abc news just yesterday show that during the deadly earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
PRED SEQ:	 b"new e - mail ##s claimed by abc news just yesterday show that during the deadly earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.42860305, 0.4138609, 0.5473726, 0.913779, 0.8207513, 0.54626626, 0.677116, 0.35712802, 0.58315265, 0.3871649, 0.3779846, 0.10051802, 0.38046744, 0.118330926, 0.19645196, 0.16984358, 0.31124812, 0.37133732, 0.37348953, 0.35270917, 0.41896653, 0.53758574, 0.5812744, 0.71813834, 0.062401563, 0.66267025, 0.7038678, 0.11115934, -0.26847848, 0.11374614, 0.22303122, 0.18219903, 0.17570722, 0.47596115, 0.30129087, 0.0986198, 0.094286144, 0.43919525, 0.6655768]
GOLD TOK: 	 []
PRED TOK: 	 [['claimed']]
################################################################################
IN SEQ: 	 b'they were never like that .'
GOLD SEQ: 	 b'they were never like that .'
PRED SEQ:	 b'they were never like that .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.47297785, 0.6248252, 0.6429551, 0.5933746, 0.68558383, 0.65544134]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she couldn ' t even remember whether she was trained on handling classified information ."
GOLD SEQ: 	 b"she couldn ' t even remember whether she was trained on handling classified information ."
PRED SEQ:	 b"she couldn ' t remember whether she was trained on handling classified information ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.0621173, 0.9753982, 0.5411957, 0.8680506, 0.79612917, 0.7097415, 0.37850875, 0.34332716, 0.17159745, 0.21138331, 0.40312174, 0.5079821, 0.5056429, 0.83971757, 0.8766537]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i love you , too .'
GOLD SEQ: 	 b'i love you , too .'
PRED SEQ:	 b'i love you , too .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.64862657, 0.6527332, 0.62526524, 0.52989703, 0.7163757, 0.5938198]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i don ' t know ."
GOLD SEQ: 	 b"i don ' t know ."
PRED SEQ:	 b"i don ' t know ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5247669, 0.6995715, 0.21507616, 0.7157258, 0.73077726, 0.56188595]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form our inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
GOLD SEQ: 	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form our inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
PRED SEQ:	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form our inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.46357924, -0.031566255, 0.33756098, 0.25257915, 0.37179983, 0.4110543, 0.46443328, 0.211837, -0.034549512, 0.24703309, 0.6448495, -0.4399803, 0.32586646, 0.25840065, 0.26635206, 0.24295108, 0.3387137, 0.06426673, -0.025554746, 0.043929845, 0.5015424, 0.2665022, 0.4991014, 0.878597, -0.2964901, 0.3796256, 0.4010861, 0.23845713, -0.011865124, 0.42956808, 0.38121068, 0.4257481, 0.3329196, 0.47173947, 0.074044496, 0.32223517, 0.29057273, 0.24803293, -0.37346712, 0.5392318, 0.24304242, 0.73859733, 0.9734039, 0.4773208, 0.11415992, 0.6404134, 0.15921089, 0.41546428, 0.38363653, 0.7078191, 0.14987302, 0.06607411, 0.29315498, 0.60393995, 0.2991089, 0.7098384]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one of the biggest problems facing young people and families today is the cost of college education .'
GOLD SEQ: 	 b'one of the biggest problems facing young people and families today is the cost of college education .'
PRED SEQ:	 b'one of the most significant problems facing young people and families today is the cost of college education .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.4003604, 0.423885, 0.45256525, 0.50892746, 0.64643955, 0.5093006, 0.23791036, 0.5041594, 0.28003013, 0.31799784, 0.5343629, 0.22619474, 0.121065855, 0.2745216, 0.22685805, 0.10749571, 0.3963951, 0.5049729]
GOLD TOK: 	 []
PRED TOK: 	 [['most', 'significant']]
################################################################################
IN SEQ: 	 b"we can ' t bring it back ."
GOLD SEQ: 	 b"we can ' t bring it back ."
PRED SEQ:	 b"the church ' s , the time ,"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.7237873, 0.8253658, 0.09669995, 0.9347236, 0.43974793, 0.5691371, 0.6090235, 0.7988249]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'church'], ['s', ',', 'the', 'time', ',']]
################################################################################
IN SEQ: 	 b'[ boo ##ing ] the same people paying bill clinton for speeches were lobbying hillary clinton at the same the same time , same time .'
GOLD SEQ: 	 b'[ boo ##ing ] the same people paying bill clinton for speeches were lobbying hillary clinton at the same the same time , same time .'
PRED SEQ:	 b'[ con ##sp ##t ] the same people paying bill clinton for speeches were lobbying hillary clinton at the same the same time , same time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.31053984, 0.09017088, 0.18498926, 0.08890942, -0.1497457, 0.00038523227, 0.19097258, -0.0037417337, -0.07856805, 0.23074496, 0.2023595, 0.30442774, 0.14930011, -0.03582921, -0.012824275, 0.22283342, 0.07514474, 0.004802227, 0.08656472, 0.023718521, 0.026486702, 0.09857688, 0.03895157, 0.12590289, 0.22555605, 0.5111494]
GOLD TOK: 	 []
PRED TOK: 	 [['con', '##sp', '##t']]
################################################################################
IN SEQ: 	 b'the t ##pp will not only destroy our manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
GOLD SEQ: 	 b'the t ##pp will not only destroy our manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
PRED SEQ:	 b'the t ##pp will not only destroy the american manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.8731939, 0.60108346, 0.30017006, 0.1591524, 0.14638358, 0.4127253, 0.2833028, 0.1565783, 0.21440428, -0.22117198, 0.07651968, -0.11328316, 0.1797115, 0.21993506, -0.0736742, 0.065912455, 0.08256501, -0.5570041, 0.08722118, 0.104497425, 0.1614626, -0.2210642, -0.031061329, 1.1564548]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'american']]
################################################################################
IN SEQ: 	 b'but we must use ideological warfare as well .'
GOLD SEQ: 	 b'but we must use ideological warfare as well .'
PRED SEQ:	 b'but the people must use ideological warfare as well .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.7745395, 0.42849487, 0.5538046, 0.37238955, 0.44342226, 0.53960395, 0.5592796, 0.6066743, 0.82401425]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'people']]
################################################################################
IN SEQ: 	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , much more than obama .'
GOLD SEQ: 	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , much more than obama .'
PRED SEQ:	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , much more than obama .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.39327252, 0.25984395, 0.33015412, -0.041155364, 0.23926643, 0.14480767, 0.6937666, 0.5890809, 0.3958797, 0.29517925, 0.30937436, 0.038775302, 0.0628514, 0.029332131, -0.022714801, 0.12641066, 0.20718578, -0.18564497, 0.069161296, 0.30046684, 0.3133772, 0.28319266, 0.28387502, 0.26076457, 0.31020805, 0.2079403, 0.47227705]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she understood that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
GOLD SEQ: 	 b"she understood that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
PRED SEQ:	 b"she believed that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.6224781, 0.3342427, 0.20049077, -0.121062145, 0.3394277, 0.4031685, 0.47493804, 0.35447094, 0.46698722, 0.45793125, 0.35190195, 0.03311926, 0.07787694, 0.2550943, 0.18183114, 0.40211666, 0.2983657, 0.20310248, 0.13080049, 0.19716181, 0.118452966, 0.12957126, 0.3070821, 0.856569]
GOLD TOK: 	 []
PRED TOK: 	 [['believed']]
################################################################################
IN SEQ: 	 b"but we can ' t give you the money ."
GOLD SEQ: 	 b"but we can ' t give you the money ."
PRED SEQ:	 b"but the we can ' t give you the money ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.48341966, 0.37784845, 0.5338664, -0.16711426, 0.69902444, 0.42778215, 0.25046286, 0.17784977, 0.36366722, 0.62689936]
GOLD TOK: 	 []
PRED TOK: 	 [['the']]
################################################################################
IN SEQ: 	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its ugly forms , and seek a new future built on our common culture and values as one american people .'
GOLD SEQ: 	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its ugly forms , and seek a new future built on our common culture and values as one american people .'
PRED SEQ:	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its forms , and seek a new future built on our common culture and values as one american people .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2420699, -0.116539195, 0.1433905, 0.20027958, 0.24318941, 0.17641567, 0.15258539, 0.09815007, 0.27575314, 0.30120742, -0.029658109, 0.13057369, 0.1549617, -0.015312552, 0.31371683, 0.2321899, 0.0004273653, -0.0025037825, 0.027098008, 0.095664695, 0.1269843, -0.3064738, 0.2590871, 0.18079373, 0.3406775, 0.1457181, 0.11156304, 0.14246765, 0.44195575, 0.18959886, 0.1792051, 0.07820152, 0.4056853, -0.03115581, 0.39249113, 0.55044395, 0.030433312, 0.12502196, 0.48765028]
GOLD TOK: 	 []
