################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the of isis , and we are going to defeat them fast .'
GOLD SEQ: 	 b"if we don ' t get the deal we want , we ' ll leave na ##ft ##a and start over to get a much better deal ."
PRED SEQ:	 b"if we don ' t get the deal we want , we ' ll leave na ##ft ##a and start over to get a large deal ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.20389996, 0.10291764, 0.00042577033, 0.0001295798, 0.00022579191, 0.00015835042, 3.919197e-05, 0.0004816295, 0.016678572, 0.0018449102, 0.00010667872, 0.12649077, 0.0015961607, 0.02106992, 0.0031473357, 0.00392165, 0.009741356, 0.008409036, 0.00093348767, 0.0011585386, 0.0061743883, 0.00021091843, 0.0013863946, 0.001629972, 0.48304826, 0.000894659, 0.00021255005]
GOLD TOK: 	 [['much']]
PRED TOK: 	 [['large']]
################################################################################
IN SEQ: 	 b'democrats have run these inner cities for half a century .'
GOLD SEQ: 	 b'democrats have run these inner cities for half a century .'
PRED SEQ:	 b'democrats have run these inner cities for half a century .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.48792952, 0.22632688, 0.1379578, 0.08568809, 0.10506304, 0.0008638087, 0.0029606742, 0.0002961705, 0.00013398044, 0.00046656377, 0.005282837]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she stated that she believes it is said to expose whatever ' s going on up ."
GOLD SEQ: 	 b"she doesn ' t expose whatever ' s going on up here ."
PRED SEQ:	 b"she stated that she believes it is said to expose whatever ' s going on up ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.034865264, 0.52809834, 0.00010964797, 0.022465093, 0.102499224, 0.0028819114, 0.0022765994, 0.100638986, 0.00019698602, 0.039433975, 0.006140062, 0.0030861266, 0.006127534, 0.00013763574, 0.00019708181, 0.01716743, 4.4686483e-05]
GOLD TOK: 	 [['doesn', "'", 't'], ['here']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we will have one american nation .'
GOLD SEQ: 	 b'we will have one american nation .'
PRED SEQ:	 b'we will have one american nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06835232, 0.5540816, 0.004021382, 0.01180508, 0.08977, 0.10318255, 6.336096e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you ' ve taken in harder than most states ."
GOLD SEQ: 	 b"you ' ve taken in harder than most states ."
PRED SEQ:	 b"you ' ve taken in harder than most states ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.03700367, 0.0040307087, 0.006047703, 0.029457945, 0.005794675, 0.64656174, 0.021374775, 0.054212544, 0.027028756, 0.00017846977]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'those end beginning on november 8th .'
GOLD SEQ: 	 b'those failures end beginning on november 8th .'
PRED SEQ:	 b'those on november 8th .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5790145, 0.405343, 0.26255322, 0.0015596322, 0.012670036, 0.003025839, 0.0009926724]
GOLD TOK: 	 [['failures']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'japan is possible us off with the cars .'
GOLD SEQ: 	 b'japan is ripping us off with the cars .'
PRED SEQ:	 b'japan is possible us off with the cars .'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0006384343, 0.00017053893, 0.03465403, 0.6707128, 0.3850863, 4.6697456e-05, 5.1203668e-05, 0.0018533106, 1.6502569e-05]
GOLD TOK: 	 [['ripping']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'now , to present time .'
GOLD SEQ: 	 b'now , fast - forward to present time .'
PRED SEQ:	 b'now , to present time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.49928382, 0.00015826891, 0.004889733, 0.19635476, 0.0052037146, 0.00054928544]
GOLD TOK: 	 [['fast', '-', 'forward']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
GOLD SEQ: 	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
PRED SEQ:	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0035838338, 0.007603872, 0.043660257, 0.00478777, 0.3303829, 0.34874272, 0.00030392027, 7.789865e-05, 0.00042198502, 2.5375189e-06, 6.431348e-06, 5.530101e-06, 4.092868e-05, 9.813366e-06, 0.0063666077, 0.0017685401, 0.003270557, 0.003666634, 0.09424209, 0.0014906824, 0.029164195, 1.9562305e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] i want to express our support for the people of france , and we mo ##urn their loss as a nation .'
GOLD SEQ: 	 b'[ applause ] i want to express our un ##yi ##eld ##ing support for the people of france , and we mo ##urn their loss as a nation .'
PRED SEQ:	 b'[ applause ] i want to express our support for the people of france , and we mo ##urn their loss as a nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.019950608, 0.01651983, 0.005740846, 0.0004453661, 0.00077058765, 1.0869419e-05, 1.3328284e-05, 0.0383629, 0.00012268595, 6.391903e-06, 8.4549665e-06, 0.0025997332, 1.2207976e-05, 0.0031840433, 6.3560515e-06, 8.585725e-05, 0.017677622, 0.0062270556, 0.022980185, 0.068031795, 0.6567283, 5.2662366e-05, 8.7958935e-05, 0.0058926987, 6.088163e-06]
GOLD TOK: 	 [['un', '##yi', '##eld', '##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they kept cash in .'
GOLD SEQ: 	 b'they kept cash ##ing in .'
PRED SEQ:	 b'they kept cash in .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.44987348, 0.55369216, 0.14033228, 0.009834432, 0.0008417716]
GOLD TOK: 	 [['##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
GOLD SEQ: 	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
PRED SEQ:	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.22698481, 0.010972221, 0.023046503, 0.3348774, 0.1453235, 0.1490222, 0.0023037745, 0.008048816, 0.0062667956, 0.19124101, 0.0036461463, 0.002276216, 0.005214815, 0.00775207, 0.00016748128, 0.00093758217, 0.0001291643, 0.012405136, 0.0021602279]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'on top of that she promises un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within country .'
GOLD SEQ: 	 b'on top of that she promises un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within our country .'
PRED SEQ:	 b'on top of that she promises un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0004010895, 0.0005838163, 3.1899492e-06, 1.8897103e-05, 0.007464638, 0.58195895, 0.003795562, 0.0030325311, 0.0029662917, 0.0057095313, 9.5746036e-05, 0.012176465, 0.0034640292, 0.018366985, 0.011922479, 0.0014618571, 0.045141477, 0.00010026057, 0.0063084196, 0.0001589792, 5.0101744e-06, 0.00017633694, 6.5604145e-06, 0.010410573, 0.0027646865, 1.6320248e-06, 9.311035e-06, 0.017092438, 1.4432283e-05, 0.00014958487, 4.2255433e-05, 6.0130908e-05, 1.0064004e-05, 0.00365479, 0.0019910736, 0.002196905, 0.07043333, 3.8041724e-06]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] and hillary is going to cut your social security and in ##jure medicare .'
GOLD SEQ: 	 b'[ applause ] and hillary is going to cut your social security and really in ##jure medicare .'
PRED SEQ:	 b'[ applause ] and hillary is going to cut your social security and in ##jure medicare .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0007384592, 0.0008554857, 0.00023289968, 7.5723865e-06, 0.00022062045, 4.6985708e-05, 0.00017306788, 9.264745e-06, 0.00057499553, 0.82647216, 5.6184886e-06, 3.0207457e-06, 0.00032465617, 0.01623363, 0.41747096, 0.0012997047, 3.51458e-06]
GOLD TOK: 	 [['really']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'just let your product come right in , no tax , no nothing .'
GOLD SEQ: 	 b'but just let your product come right in , no tax , no nothing .'
PRED SEQ:	 b'let your product come right in , no tax , no nothing .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.90664035, 0.00050981744, 0.010163967, 0.0020658898, 5.9681995e-05, 0.003121582, 1.4004593e-05, 1.6979925e-06, 0.0005226857, 0.00021857505, 1.9242166e-06, 0.0015741071, 0.0005651507, 9.392217e-06]
GOLD TOK: 	 [['but']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"america is far less safe and the world is less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
GOLD SEQ: 	 b"america is far less safe and the world is far less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
PRED SEQ:	 b"america is less safe and the world is less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.043584358, 0.017206414, 0.74981403, 0.0010187908, 0.026733695, 0.00027868277, 0.00027067523, 0.004468316, 0.0044106264, 0.002049249, 0.007918264, 0.0002003601, 0.002137119, 0.00022786486, 0.00015067511, 1.8800414e-05, 0.00014018174, 1.848769e-05, 0.00027479162, 0.00030193818, 2.1266787e-05, 4.251006e-05, 5.682326e-05, 7.6281394e-06, 0.00061778, 1.062064e-05, 2.4377809e-05, 3.6615584e-05, 1.8988947e-05, 3.437454e-05]
GOLD TOK: 	 [['far']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"we ' re soon going to be at $ 20 trillion ."
GOLD SEQ: 	 b"we ' re soon going to be at $ 20 trillion ."
PRED SEQ:	 b"we ' re soon going to be at $ 20 trillion ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.27258736, 0.01793918, 0.03430776, 0.33534506, 0.028681694, 0.00047033682, 0.0011761474, 0.07850974, 0.009700292, 0.002537285, 0.16666134, 0.0028778608]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'my opponent dismissed the va as being not widespread one more sign of how out of touch she really is .'
GOLD SEQ: 	 b'my opponent dismissed the va scandal as being not widespread one more sign of how out of touch she really is .'
PRED SEQ:	 b'my opponent dismissed the va as being not widespread one more sign of how out of touch she really is .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2012389, 0.066901796, 0.13188273, 0.00032236427, 0.065259844, 0.0001529084, 0.00020427091, 0.00039405836, 0.0064806812, 0.012525018, 0.040491093, 0.012283025, 0.000135039, 0.004374793, 0.0006048907, 1.6892423e-05, 0.0006204373, 0.044619933, 0.0971971, 0.004514496, 6.035219e-05]
GOLD TOK: 	 [['scandal']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"and the player ' s going to win that fight ."
GOLD SEQ: 	 b"and he ' s going to win that fight ."
PRED SEQ:	 b"and the player ' s going to win ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.18170309, 0.0029163973, 0.031292353, 0.0096804965, 0.04078299, 0.043439344, 0.00015735612, 0.010533881, 0.48460257, 0.20120208, 0.00050123275]
GOLD TOK: 	 [['he']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s time for the united states to start thinking big once again ."
GOLD SEQ: 	 b"but it ' s time for our country to start thinking big once again ."
PRED SEQ:	 b"it ' s time for the united states to start thinking big once again ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0868205, 0.04093957, 0.03934634, 0.10304359, 0.0046726232, 0.0024945056, 0.005300758, 0.0043654875, 0.00094351405, 0.0021158452, 0.13056657, 0.27283618, 0.27008426, 0.061741475, 0.005227143]
GOLD TOK: 	 [['but'], ['our', 'country']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'some have claimed to claim that in this building .'
GOLD SEQ: 	 b'many are in this building .'
PRED SEQ:	 b'some have claimed to claim that in this building .'
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5872482, 0.003358236, 0.44969302, 0.00010862623, 0.060837116, 0.0011795008, 4.163254e-05, 0.004165991, 0.002763803, 1.2390067e-05]
GOLD TOK: 	 [['many', 'are']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the clinton ##s made almost $ 60 , 000 in gross income while she was secretary of state .'
GOLD SEQ: 	 b'the clinton ##s made almost $ 60 , 000 in gross income while she was secretary of state .'
PRED SEQ:	 b'the clinton ##s made almost $ 60 , 000 in gross income while she was secretary of state .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.006805675, 0.008211564, 0.8380201, 0.026914565, 0.023422934, 0.00014965847, 2.4109806e-05, 6.3378807e-06, 2.3912376e-05, 1.56353e-05, 0.00472878, 0.00016743658, 2.5990126e-05, 0.00072730664, 0.00011100065, 2.8947192e-05, 6.751192e-06, 3.482552e-05, 1.2775139e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"new e - mail ##s revealed by abc news just yesterday show that during the earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
GOLD SEQ: 	 b"new e - mail ##s revealed by abc news just yesterday show that during the deadly earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
PRED SEQ:	 b"new e - mail ##s revealed by abc news just yesterday that during the earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0032551682, 4.0027912e-06, 4.690185e-06, 4.895113e-06, 8.832329e-06, 0.22440653, 2.6983626e-06, 2.4610056e-06, 1.8627358e-06, 2.117515e-05, 1.6411916e-05, 0.5014823, 2.7829728e-05, 8.0569625e-06, 3.9736956e-06, 4.9779526e-05, 5.4248826e-06, 5.7901234e-05, 1.6735416e-06, 0.00029170635, 0.042803925, 8.4942316e-05, 7.6798415e-06, 1.7316869e-06, 6.4107417e-06, 3.032409e-05, 2.9800372e-06, 0.000107886575, 6.748713e-05, 7.794272e-05, 0.0006026395, 2.9437932e-05, 4.0252988e-05, 3.9967985e-05, 0.03692202, 0.007729834, 0.0006697885, 2.7838134e-06]
GOLD TOK: 	 [['deadly']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they were never like that .'
GOLD SEQ: 	 b'they were never like that .'
PRED SEQ:	 b'they were never like that .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.19477868, 0.1574206, 0.5092166, 0.1412317, 0.2521498, 0.0078118853]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she couldn ' t remember whether she was trained on handling classified information ."
GOLD SEQ: 	 b"she couldn ' t even remember whether she was trained on handling classified information ."
PRED SEQ:	 b"she couldn ' t remember whether she was trained on handling classified information ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1277126, 0.06547535, 0.00097341667, 0.0022197678, 0.008971266, 0.0022244554, 0.014034134, 0.001619935, 0.025560781, 0.00022147446, 0.36260635, 0.20204139, 0.008477144, 0.0016123735]
GOLD TOK: 	 [['even']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i ' s you ' d ."
GOLD SEQ: 	 b'i love you , too .'
PRED SEQ:	 b"i ' d ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]
PRED DIST: 	 [0.0010993372, 7.57433e-05, 0.0016442835, 0.85650474, 0.25767255, 0.9355138, 0.053791285]
GOLD TOK: 	 [['love'], [',', 'too']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"people don ' t know ."
GOLD SEQ: 	 b"i don ' t know ."
PRED SEQ:	 b"don ' t know ."
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.9034036, 0.026328802, 0.0002552645, 0.0011277766, 0.0045204787, 0.00042932897]
GOLD TOK: 	 [['i']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
GOLD SEQ: 	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form our inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
PRED SEQ:	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.013958295, 0.0050567174, 0.009661804, 0.005553398, 3.1855125e-05, 0.0010322616, 0.09843049, 0.01873655, 0.033012968, 0.046952084, 0.05798879, 0.02333138, 0.04542138, 0.06357774, 0.0005069898, 0.00190412, 0.00061579276, 0.0038639014, 5.23701e-05, 0.0032002542, 0.13825549, 0.0048059765, 4.2961205e-05, 0.00052181404, 6.908822e-05, 0.00021172603, 7.349308e-05, 0.0012415164, 0.0005676137, 0.0006257077, 4.4177053e-05, 0.008396153, 0.00024439074, 0.034763902, 0.016800622, 0.03562787, 0.0003866098, 1.8003717e-05, 0.0014693708, 0.010097347, 0.00015210059, 0.00025127517, 0.011028627, 0.007972435, 0.00010672461, 0.0040802555, 1.6802243e-05, 0.00013439797, 0.00043233339, 0.00019658224, 7.2185026e-06, 0.000144613, 8.340907e-06, 0.00013519528, 3.869138e-05]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one of the biggest problems facing young people and families today is the cost of college education .'
GOLD SEQ: 	 b'one of the biggest problems facing young people and families today is the cost of college education .'
PRED SEQ:	 b'one of the biggest problems facing young people and families today is the cost of college education .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.122626394, 0.0011326364, 0.0033504951, 0.43783072, 0.08492616, 0.14436506, 0.008576196, 0.0005498155, 3.9815775e-05, 0.00014379101, 0.016543493, 0.03041056, 0.00053032226, 0.003252609, 1.846399e-05, 0.00022481965, 0.00012871235, 4.834149e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"people can ' t bring it back ."
GOLD SEQ: 	 b"we can ' t bring it back ."
PRED SEQ:	 b'people can bring it back .'
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.79998815, 0.5400691, 0.02142615, 0.012256829, 0.00026848845, 0.00081077503, 0.0016589881, 0.004940776]
GOLD TOK: 	 [['we']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ the same people paying bill clinton for speeches were lobbying hillary clinton at the same time , same time .'
GOLD SEQ: 	 b'[ boo ##ing ] the same people paying bill clinton for speeches were lobbying hillary clinton at the same the same time , same time .'
PRED SEQ:	 b'[ the same people paying bill clinton for speeches were lobbying hillary clinton at the same time , same time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.35889408, 0.0019009056, 0.023240086, 0.022828948, 0.17179987, 0.0010724417, 2.0875139e-05, 6.0651575e-05, 0.009722433, 0.06824568, 0.46540442, 0.030664561, 0.00039417445, 8.6349e-05, 3.792142e-05, 0.0004283566, 0.0001650582, 9.401527e-05, 0.012951194, 0.00022194417, 0.00011151433]
GOLD TOK: 	 [['boo', '##ing', ']'], ['the', 'same']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the t ##pp will not only destroy destroy our manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
GOLD SEQ: 	 b'the t ##pp will not only destroy our manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
PRED SEQ:	 b'the t ##pp will not only destroy destroy the left - wing manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0023495571, 0.000463003, 0.0012613737, 0.017691718, 0.00013023756, 0.0005573924, 0.11887708, 0.043836106, 0.54873383, 0.0015482805, 8.84326e-06, 9.6908e-05, 0.004203356, 0.036265407, 0.00049432117, 0.02321191, 0.00039119768, 8.886756e-06, 3.399057e-05, 0.003063536, 0.00037316346, 3.5226072e-05, 0.022727499, 0.000107129286, 1.9506528e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'left', '-', 'wing']]
################################################################################
IN SEQ: 	 b'but we must use ideological warfare as well .'
GOLD SEQ: 	 b'but we must use ideological warfare as well .'
PRED SEQ:	 b'but we must use ideological warfare as well .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.193633, 0.26694822, 0.08522755, 0.0075726174, 0.041134715, 0.06730594, 4.59523e-05, 0.00083903165, 7.868744e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , more than obama .'
GOLD SEQ: 	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , much more than obama .'
PRED SEQ:	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , more than obama .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0016619585, 0.018574942, 0.0025845794, 0.00036424331, 5.8557007e-06, 4.8073016e-06, 5.1162456e-06, 7.2971307e-06, 0.006959345, 0.44102067, 7.171589e-05, 0.00046589473, 8.049229e-06, 0.059958518, 0.00025341476, 0.024299432, 0.008916642, 3.575104e-05, 0.039269675, 0.011693175, 0.08598844, 1.4667667e-05, 0.041186374, 0.010123605, 0.019412966, 6.3645675e-06]
GOLD TOK: 	 [['much']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she stated that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
GOLD SEQ: 	 b"she understood that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
PRED SEQ:	 b"she stated that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
