################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the political war of isis , and we are going to defeat them fast .'
PRED SEQ:	 b"she doesn ' t expose whatever whatever whatever ' s going on up here ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06157571, 0.34067577, 0.31694913, 0.29938686, 0.31250957, 0.5311661, 0.6285908, 0.57212174, 0.5762772, 0.6801972, 0.61434245, 0.55706, 0.50996506, 0.35990992]
GOLD TOK: 	 []
PRED TOK: 	 [['whatever']]
################################################################################
IN SEQ: 	 b'we will have one american nation .'
GOLD SEQ: 	 b'we will have one american nation .'
PRED SEQ:	 b'we will have one american nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.058076262, 0.06523445, 0.31109008, 0.2288394, 0.2502979, 0.269642, 0.26587877]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you ' ve taken harder than most states ."
GOLD SEQ: 	 b"you ' ve taken in harder than most states ."
PRED SEQ:	 b"you ' ve taken harder than most states ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.18936619, 0.45696676, 0.34855127, 0.34459516, 0.47234064, 0.46953863, 0.46835878, 0.4889744, 0.45417148]
GOLD TOK: 	 [['in']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'those changes end beginning on november 8th .'
GOLD SEQ: 	 b'those failures end beginning on november 8th .'
PRED SEQ:	 b'those changes end beginning on november 8th .'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.15427576, -0.051957637, -0.104239926, 0.0108729005, 0.29268056, 0.41639715, 0.4901388, 0.16218932]
GOLD TOK: 	 [['failures']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'japan is defeating us off with the cars .'
GOLD SEQ: 	 b'japan is ripping us off with the cars .'
PRED SEQ:	 b'japan is defeating us off with the cars .'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.063084364, 0.4230399, 0.44299856, 0.39294556, 0.3077302, 0.36321372, 0.8353907, 0.42884585, 0.58911216]
GOLD TOK: 	 [['ripping']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'now , fast - forward to present time .'
GOLD SEQ: 	 b'now , fast - forward to present time .'
PRED SEQ:	 b'now , fast - forward to present time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.15330258, 0.016897514, -0.023696631, 0.2600297, 0.13748337, 0.35001203, 0.118006386, 0.2085168, -0.044320613]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
GOLD SEQ: 	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
PRED SEQ:	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.012301847, 0.36970738, 0.42079872, 0.39320675, 0.23242714, 0.10538207, -0.033410884, 0.10919656, 0.33942214, -0.043636147, 0.244236, 0.2907629, 0.29370806, 0.19826697, 0.1015521, 0.48530596, 0.27322525, 0.17988506, 0.2050072, 0.45577416, 0.1468052, 0.16464147]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] i want to express our support for the people of france , and we mo ##urn their loss as a nation .'
GOLD SEQ: 	 b'[ applause ] i want to express our un ##yi ##eld ##ing support for the people of france , and we mo ##urn their loss as a nation .'
PRED SEQ:	 b'[ applause ] i want to express our support for the people of france , and we mo ##urn their loss as a nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.034009084, 0.1232188, -0.18174607, 0.06584677, 0.10226578, 0.03277023, 0.06676152, -0.07226056, 0.19943273, 0.4637104, 0.31856847, 0.34815344, 0.42958403, 0.34944963, -0.0777886, 0.19859597, 0.06902003, 0.33619606, 0.40802807, 0.4581802, 0.40999228, 0.54070115, 0.5750015, 0.4293931, 0.20134695]
GOLD TOK: 	 [['un', '##yi', '##eld', '##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they kept cash ##ing in .'
GOLD SEQ: 	 b'they kept cash ##ing in .'
PRED SEQ:	 b'they kept cash ##ing in .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.57095575, 0.46314573, 0.72889805, 1.0203314, 0.9769715, 0.5841445]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
GOLD SEQ: 	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
PRED SEQ:	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12930445, 0.65044874, 0.6128062, 0.38622636, 0.23126447, 0.53188646, 0.68089783, 0.44865438, 0.407466, 0.60919213, 0.32801142, 0.5836161, 0.6179801, 0.38867947, 0.6960392, 0.27853546, 0.59977007, 0.60488343, 0.3097639]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'on top of that she claims to un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within the country .'
GOLD SEQ: 	 b'on top of that she promises un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within our country .'
PRED SEQ:	 b'on top of that she claims to un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within the country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]
PRED DIST: 	 [-0.12744287, 0.13614753, 0.6443856, 0.2836292, 0.12610018, 0.2652338, 0.32510802, 0.15327062, 0.34406728, 0.17897734, 0.10841189, -0.02450525, 0.16926879, 0.3549068, 0.13834532, 0.07796851, 0.45288956, -0.066300556, 0.32450554, 0.33481762, 0.42892593, 0.5235244, 0.3460317, 0.7267125, 0.44026595, 0.4284305, 0.035559513, 0.31152594, 0.47649166, 0.8100163, 0.87847775, 0.80496687, 0.5994604, 0.4780728, 0.46088314, 0.44187284, 0.5848223, 0.5635207, 0.34897858, 0.17453708]
GOLD TOK: 	 [['promises'], ['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] and hillary is going to cut your social security and really in ##jure medicare .'
GOLD SEQ: 	 b'[ applause ] and hillary is going to cut your social security and really in ##jure medicare .'
PRED SEQ:	 b'[ applause ] and hillary is going to cut your social security and really in ##jure medicare .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12660672, 0.029659599, -0.10665836, 0.2879349, 0.49825776, 0.5096843, 0.5995103, 0.7856492, 0.55631816, 0.3610439, 0.5890614, 0.65563536, 0.64037424, 0.52445, 0.83159244, 0.52696383, 0.41263777, 0.4515729]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'but may let your product come right in , no tax , no nothing .'
GOLD SEQ: 	 b'but just let your product come right in , no tax , no nothing .'
PRED SEQ:	 b'but , it may let your product come right in , no tax , no nothing .'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.06368533, 0.07232681, 0.3935578, 0.68736863, 0.534544, 0.5492115, 0.6778297, 0.40331286, 0.39408392, 0.24380106, 0.35003936, 0.19562238, 0.44316596, 0.26592958, 0.32820243]
GOLD TOK: 	 [['just']]
PRED TOK: 	 [[',', 'it']]
################################################################################
IN SEQ: 	 b"america is far less safe and the world is far less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
GOLD SEQ: 	 b"america is far less safe and the world is far less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
PRED SEQ:	 b"america is far less safe and the world is far less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.10661442, 0.51519376, 0.6333754, 0.55522156, 0.39185286, 0.4262601, 0.4582009, 0.6604576, 0.6269547, 0.76699233, 0.6707156, 0.26688755, 0.57268965, 0.43247783, 0.4619034, 0.4707173, 0.18196282, 0.58572567, 0.73365533, 0.5459489, 0.9191329, 0.690945, 0.70748115, 0.8193214, 0.8130666, 0.57188195, 0.38606793, 0.47889313, 1.109535, 0.9226303, 0.068244636]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"we ' re sometimes going to be at $ 20 trillion ."
GOLD SEQ: 	 b"we ' re soon going to be at $ 20 trillion ."
PRED SEQ:	 b"we ' re sometimes going to be at $ 20 trillion ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.021876208, 0.13774413, 0.15528083, -0.020781847, 0.006400883, 0.24403282, 0.30137628, 0.37731177, 0.20930311, 0.16510156, 0.18116418, 0.16788945]
GOLD TOK: 	 [['soon']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'my opponent dismissed the va position as being not widespread one more sign of how out of touch she really is .'
GOLD SEQ: 	 b'my opponent dismissed the va scandal as being not widespread one more sign of how out of touch she really is .'
PRED SEQ:	 b'my opponent dismissed the va position as being not widespread one more sign of how out of touch she really is .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.21229222, 0.5656961, 0.28251606, 0.6628291, 0.23784691, 0.22167906, 0.488968, 0.29541934, 0.16006726, 0.095732845, 0.119835176, 0.08821745, 0.110855594, 0.49412426, 0.30491543, 0.3421502, 0.44228837, 0.29164237, 0.30461285, 0.4892853, 0.4427165, 0.30191195]
GOLD TOK: 	 [['scandal']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"and the time , that he ' s going to win that fight ."
GOLD SEQ: 	 b"and he ' s going to win that fight ."
PRED SEQ:	 b"and the time , that he ' s going to win that fight ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2648467, 0.4218523, 0.347204, 0.1617962, 0.48112333, 0.5581822, 0.29910487, 0.5944609, 0.4864299, 0.32847977, 0.60456645, 0.81507015, 0.62364316, 0.4826476]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"but it ' s time for our country to start thinking big once again ."
GOLD SEQ: 	 b"but it ' s time for our country to start thinking big once again ."
PRED SEQ:	 b"but it ' s time for our country to start thinking big once again ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.25004542, 0.05857729, 0.026112588, -0.0012281686, -0.019200318, 0.2709378, -0.13593762, 0.2940448, 0.29029238, 0.30506688, 0.60013103, 0.49776638, 0.08477097, 0.35577345, -0.01847288]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'some are in this building .'
GOLD SEQ: 	 b'many are in this building .'
PRED SEQ:	 b'some are in this building .'
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.14370187, 0.005974192, 0.16809875, 0.1144354, 0.0044847876, -0.08157477]
GOLD TOK: 	 [['many']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the clinton ##s made up to provide almost $ 60 , 000 in gross income while she was secretary of state .'
GOLD SEQ: 	 b'the clinton ##s made almost $ 60 , 000 in gross income while she was secretary of state .'
PRED SEQ:	 b'the clinton ##s made up to provide almost $ 60 , 000 in gross income while she was secretary of state .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3684503, 0.73606825, 0.43873283, 0.14888729, 0.05261465, 0.09621303, 0.2918998, 0.45602247, 0.3529365, 0.4537201, 0.08718076, 0.5791976, 0.6719802, 0.40846083, 0.4515854, 0.47284514, 0.43678683, 0.52354705, 0.5515377, 0.6822685, 0.34128177, 0.43334886]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"new e - mail ##s claimed by abc news just yesterday show that during the deadly earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
GOLD SEQ: 	 b"new e - mail ##s revealed by abc news just yesterday show that during the deadly earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
PRED SEQ:	 b"new e - mail ##s stated by abc news just yesterday show that during the deadly earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.09395012, 0.34986192, 0.7055525, 0.4548272, 0.2619793, 0.0002378095, 0.24390832, 0.38219562, 0.23800156, 0.22085676, 0.18424657, -0.116250336, 0.52532536, 0.2835918, 0.34636426, 0.28248832, 0.19927046, 0.38825107, -0.033142805, -0.048975483, 0.37583154, 0.3918339, 0.40521148, 0.34351435, 0.4161116, 0.55033386, 0.3227777, 0.32474378, 0.91039467, 0.7386326, 0.77946943, 0.42290455, 0.7158495, 0.5136291, 0.31363192, 0.43222862, 0.71108305, 0.54593843, 0.13647881]
GOLD TOK: 	 [['revealed']]
PRED TOK: 	 [['stated']]
################################################################################
IN SEQ: 	 b'they were never like that .'
GOLD SEQ: 	 b'they were never like that .'
PRED SEQ:	 b'they were never like that .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2221503, 0.36563504, 0.15190554, 0.5353799, 0.59042203, 0.4378745]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she couldn ' t remember whether she was trained on handling classified information ."
GOLD SEQ: 	 b"she couldn ' t even remember whether she was trained on handling classified information ."
PRED SEQ:	 b"she couldn ' t remember whether she was trained on handling classified information ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.05883408, 0.334969, 0.3541109, 0.3361156, 0.3262844, 0.3827997, 0.29360715, 0.36554307, 0.20569855, 0.32498583, 0.40245527, 0.4235807, 0.51437783, 0.1850048]
GOLD TOK: 	 [['even']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i love you , too .'
GOLD SEQ: 	 b'i love you , too .'
PRED SEQ:	 b'i love you , too .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.032006316, 0.20728385, 0.21792011, 0.18997335, 0.28110892, 0.14486654]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i don ' t know ."
GOLD SEQ: 	 b"i don ' t know ."
PRED SEQ:	 b"i don ' t know ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2588454, 0.5547086, 0.76535964, 0.59633183, 0.5190441, 0.45148605]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form our inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
GOLD SEQ: 	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form our inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
PRED SEQ:	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form our inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.13426287, 0.29329112, 0.19849297, 0.10378826, 0.3928479, 0.21529645, 0.017219406, 0.23790655, 0.3787185, 0.3351192, 0.5218268, 0.14757133, 0.20131814, 0.15340382, 0.6296208, 0.2914271, 0.24201564, -0.27200672, 0.10477771, 0.18980688, 0.16825028, 0.27001527, 0.4031559, 0.6088057, 0.6642866, 0.87824035, 0.7338488, 0.35546228, 0.3998459, 0.77321744, 0.59128344, 0.47689018, 0.17027189, 0.17771435, 0.3443913, 0.35202092, 0.28810245, 0.24341123, -0.022850722, 0.51814985, 0.4902185, 0.4695055, 0.7541394, 0.53654057, 0.6494792, 0.38729742, 0.7395904, 0.9024325, 0.5406534, 0.48994765, 0.7127166, 0.6928109, 0.59651995, 0.70124316, 0.5969995, 0.28818676]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one of the most significant problems facing young people and families today is the cost of college education .'
GOLD SEQ: 	 b'one of the biggest problems facing young people and families today is the cost of college education .'
PRED SEQ:	 b'one of the most significant problems facing young people and families today is the cost of college education .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.067059, 0.13730544, 0.20900795, 0.16542625, 0.058731563, 0.14812899, 0.1749273, 0.21658134, 0.31305164, 0.06261959, 0.07886232, 0.080377094, 0.26885578, 0.47437713, 0.33731583, 0.6560503, 0.5011456, 0.4364448, 0.10256715]
GOLD TOK: 	 [['biggest']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"the church ' s , the time ,"
GOLD SEQ: 	 b"we can ' t bring it back ."
PRED SEQ:	 b"the church ' s , the time ,"
GOLD DIST: 	 [1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
PRED DIST: 	 [0.4398873, 0.41256902, 0.58762413, 0.53601, 0.4034875, 0.53804874, 0.42420977, 0.47035438]
GOLD TOK: 	 [['we', 'can'], ['t', 'bring', 'it', 'back', '.']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ con ##sp ##t ] the same people paying bill clinton for speeches were lobbying hillary clinton at the same the same time , same time .'
GOLD SEQ: 	 b'[ boo ##ing ] the same people paying bill clinton for speeches were lobbying hillary clinton at the same the same time , same time .'
PRED SEQ:	 b'[ con ##sp ##ort ##ing ] the same people paying bill clinton for speeches were lobbying hillary clinton at the same the same time , same time .'
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0068596974, 0.2877004, 0.34923735, 0.31992918, 0.0028726235, 0.5943972, 0.294445, 0.19268632, 0.10419221, 0.27754638, 0.2070268, 0.31184992, 0.18212381, 0.19047058, 0.05783072, 0.31892383, 0.26047456, 0.4167309, 0.63795745, 0.040855825, 0.38194457, 0.06496534, 0.055072725, -0.004283145, 0.16961576, 0.10720749, 0.19015065]
GOLD TOK: 	 [['boo', '##ing']]
PRED TOK: 	 [['##ort', '##ing']]
################################################################################
IN SEQ: 	 b'the t ##pp will not only destroy the american manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
GOLD SEQ: 	 b'the t ##pp will not only destroy our manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
PRED SEQ:	 b'the t ##pp will not only destroy the american manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.31211537, 0.07236192, 0.191868, -0.0422382, 0.4056758, 0.31498095, 0.17789912, 0.3337158, 0.2756896, 0.30026752, -0.14024739, 0.45439914, 0.5182861, 0.019390747, 0.019613013, 0.41744235, 0.27908415, 0.43365443, 0.37923953, 0.54476213, 0.5497118, 0.54412603, 0.6425712, 0.6733266, 0.038704984]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'but the people must use ideological warfare as well .'
GOLD SEQ: 	 b'but we must use ideological warfare as well .'
PRED SEQ:	 b'but the people must use ideological warfare as well .'
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.22152956, 0.44749033, 0.21705969, 0.12950578, 0.2556977, 0.35807014, 0.27294716, 0.5463635, 0.36312246, 0.36000046]
GOLD TOK: 	 [['we']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , much more than obama .'
GOLD SEQ: 	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , much more than obama .'
PRED SEQ:	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , much more than obama .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00027412176, 0.037280075, -0.21686399, 0.024035677, 0.30066717, 0.30035082, 0.63057166, 0.1973333, -0.084399894, -0.13946047, 0.47270322, 0.6927091, 0.52134395, 0.31322986, 0.424022, 0.4871064, 0.5541842, 0.36755967, 0.394785, 0.3181708, 0.23696843, 0.2870013, 0.34209228, 0.4641118, 0.54495066, 0.54823333, 0.25743744]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she believed that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
GOLD SEQ: 	 b"she understood that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
PRED SEQ:	 b"she said that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.048870526, 0.2199884, 0.46178377, -0.02535665, 0.2265014, 0.21010682, 0.085027546, -0.029238619, 0.33725062, 0.34287345, 0.33245212, -0.032907322, 0.1478596, 0.3819491, 0.12771049, 0.47025174, 0.41356125, 0.62840796, 0.49726126, 0.5913451, 0.54607385, 0.49862513, 0.5302275, 0.20140329]
GOLD TOK: 	 [['understood']]
PRED TOK: 	 [['said']]
################################################################################
IN SEQ: 	 b"but the we can ' t give you the money ."
GOLD SEQ: 	 b"but we can ' t give you the money ."
PRED SEQ:	 b"but the we can ' t give you the money ."
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.20004834, 0.4076358, 0.37494022, 0.38305488, 0.23492765, 0.43740755, 0.36127764, 0.4042968, 0.5699221, 0.40650585, 0.33719027]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its forms , and seek a new future built on our common culture and values as one american people .'
GOLD SEQ: 	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its ugly forms , and seek a new future built on our common culture and values as one american people .'
PRED SEQ:	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its forms , and seek a new future built on our common culture and values as one american people .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
