################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the of isis , and we are going to defeat them fast .'
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.5393811, -0.47129864, -0.35912693, -0.53854686, -0.5041059, -0.30410582, -0.16227488, -0.3744107, -0.25153136, -0.21548401, -0.14992094, -0.034218036, -0.16797888, -0.081676185, -0.08743942, -0.08060916, -0.59666455]
GOLD TOK: 	 [['doesn', "'", 't'], ['here']]
PRED TOK: 	 [['said'], ['whatever']]
################################################################################
IN SEQ: 	 b'we will have one american nation .'
GOLD SEQ: 	 b'we will have one american nation .'
PRED SEQ:	 b'we will have one american nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.25726688, -0.13685992, 0.13825434, 0.03461051, 0.02442845, -0.09142301, -0.48768997]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you ' ve taken in harder than most states ."
GOLD SEQ: 	 b"you ' ve taken in harder than most states ."
PRED SEQ:	 b"you ' ve taken harder than most states ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.17459098, 0.47458816, 0.3400684, 0.17670257, 0.2642402, 0.35176504, 0.2887557, 0.45116657, 0.3298618, 0.02083198]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'those end beginning on november 8th .'
GOLD SEQ: 	 b'those failures end beginning on november 8th .'
PRED SEQ:	 b'the majority end beginning beginning on november 8th .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.52908564, -0.4245845, -0.2666911, -0.36790144, -0.5400557, -0.69768655, -0.4704619]
GOLD TOK: 	 [['failures']]
PRED TOK: 	 [['the', 'majority'], ['beginning']]
################################################################################
IN SEQ: 	 b'japan is possible us off with the cars .'
GOLD SEQ: 	 b'japan is ripping us off with the cars .'
PRED SEQ:	 b'japan is possible to be possible us off with the cars .'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.39034015, -0.23866007, -0.10090748, 0.1256876, 0.07533888, 0.21589178, 0.09213525, 0.092096, -0.3343451]
GOLD TOK: 	 [['ripping']]
PRED TOK: 	 [['possible', 'to', 'be']]
################################################################################
IN SEQ: 	 b'now , to present time .'
GOLD SEQ: 	 b'now , fast - forward to present time .'
PRED SEQ:	 b'now , to present time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.23161493, -0.313389, -0.07632758, -0.23851673, -0.13490993, -0.26990032]
GOLD TOK: 	 [['fast', '-', 'forward']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
GOLD SEQ: 	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
PRED SEQ:	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.41592515, -0.43789345, -0.3479615, -0.41867015, -0.23556602, -0.2834534, -0.023301482, 0.16446188, -0.11997741, -0.41010392, -0.38524434, -0.3942389, -0.22667673, -0.17604806, -0.19386095, 0.058411673, -0.27969536, -0.23341465, -0.13653137, 0.15621148, -0.4187119, -0.55014]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] i want to express our support for the people of france , and we mo ##urn their loss as a nation .'
GOLD SEQ: 	 b'[ applause ] i want to express our un ##yi ##eld ##ing support for the people of france , and we mo ##urn their loss as a nation .'
PRED SEQ:	 b'[ applause ] i want to express our support for the people of france , and we mo ##urn their loss as a nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.25413337, -0.059405357, 0.0072407275, 0.05281216, -0.04420864, 0.30269572, -0.054948546, -0.07584969, -0.14530988, 0.2551767, 0.26819628, 0.082636714, 0.25510567, 0.0100861825, -0.59578705, 0.03350962, 0.07666278, -0.089805335, 0.03462623, 0.28136316, 0.0795412, 0.040215403, 0.05617801, -0.15087333, -0.2060642]
GOLD TOK: 	 [['un', '##yi', '##eld', '##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they kept cash in .'
GOLD SEQ: 	 b'they kept cash ##ing in .'
PRED SEQ:	 b'they kept cash in .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.41906625, -0.1965226, -0.4559672, -0.21552156, -0.40268156]
GOLD TOK: 	 [['##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
GOLD SEQ: 	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
PRED SEQ:	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.18338051, 0.20458305, -0.008685902, 0.12398535, 0.15548602, 0.12050855, 0.052602157, -0.25077537, -0.11092102, -0.117984444, -0.18517023, -0.0050926805, -0.15369596, -0.2845192, -0.1666754, -0.37433967, -0.18080321, -0.29383495, -0.24512714]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'on top of that she promises un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within country .'
GOLD SEQ: 	 b'on top of that she promises un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within our country .'
PRED SEQ:	 b'on top of that she claims to promises un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.08853276, -0.5266297, -0.15942143, 0.064578526, -0.11119194, -0.047215685, 0.18669821, 0.23778012, 0.21024285, 0.083513945, 0.09857212, 0.24761492, 0.21749699, 0.09107244, 0.2948259, -0.046505325, 0.06831656, 0.09715842, 0.1193291, 0.21626586, 0.35233516, 0.20477812, 0.34797752, 0.3490939, 0.27963305, 0.056619905, -0.013852131, 0.011281319, 0.25479743, 0.31209368, 0.085051835, 0.051521264, 0.08771455, 0.26235315, 0.21000567, 0.22267944, 0.14991073, -0.30022404]
GOLD TOK: 	 [['our']]
PRED TOK: 	 [['claims', 'to']]
################################################################################
IN SEQ: 	 b'[ applause ] and hillary is going to cut your social security and in ##jure medicare .'
GOLD SEQ: 	 b'[ applause ] and hillary is going to cut your social security and really in ##jure medicare .'
PRED SEQ:	 b'[ applause ] and hillary is going to cut your social security and in ##jure medicare .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.23449239, -0.16988362, -0.13514122, -0.28377527, -0.46972525, -0.30781287, -0.2052724, -0.18631296, -0.2506201, -0.055777997, -0.0060852766, -0.09783462, -0.14550337, -0.01774466, -0.07404445, -0.16214874, -0.50750357]
GOLD TOK: 	 [['really']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'just let your product come right in , no tax , no nothing .'
GOLD SEQ: 	 b'but just let your product come right in , no tax , no nothing .'
PRED SEQ:	 b'just let your product come right in , no tax , no nothing .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.08735576, 0.015868604, 0.08726651, -0.020051263, 0.076637566, 0.07404311, 0.10639646, -0.069441125, -0.17457525, -0.073310755, -0.1645451, -0.08480388, -0.11397283, -0.11364515]
GOLD TOK: 	 [['but']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"america is far less safe and the world is less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
GOLD SEQ: 	 b"america is far less safe and the world is far less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
PRED SEQ:	 b"america is far less safe and the world is less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.19000033, -0.06722693, -0.15205881, -0.0546709, 0.041602246, 0.06946774, -0.010552958, -0.056753784, -0.020827986, -0.18085937, 0.11641641, -0.11504009, 0.30621588, 0.121994, 0.041451044, -0.50377023, -0.11059947, 0.023337722, 0.10405133, 0.12521805, 0.1893761, 0.22010572, 0.03557414, 0.28582042, -0.12827274, 0.17089286, 0.13450545, 0.20385948, -0.09182149, -0.39047962]
GOLD TOK: 	 [['far']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"we ' re soon going to be at $ 20 trillion ."
GOLD SEQ: 	 b"we ' re soon going to be at $ 20 trillion ."
PRED SEQ:	 b"we ' re sometimes going to be at $ 20 trillion ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.1329449, -0.089962095, -0.23857924, -0.21969351, -0.23203951, -0.20606688, -0.16647923, -0.02881527, -0.11781676, -0.18608901, -0.23121543, -0.23577571]
GOLD TOK: 	 []
PRED TOK: 	 [['sometimes']]
################################################################################
IN SEQ: 	 b'my opponent dismissed the va as being not widespread one more sign of how out of touch she really is .'
GOLD SEQ: 	 b'my opponent dismissed the va scandal as being not widespread one more sign of how out of touch she really is .'
PRED SEQ:	 b'my opponent dismissed the va as being not widespread one more sign of how out of touch she really is .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.54107255, -0.53179145, -0.30577433, -0.034724798, -0.15173978, -0.42561057, -0.14907333, -0.053137973, 0.14415193, -0.068441525, -0.03906703, -0.33425146, 0.03583602, 0.34360242, 0.28570113, 0.21242374, 0.22802976, -0.2934922, -0.2869963, -0.22037101, -0.5555196]
GOLD TOK: 	 [['scandal']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"and the player ' s going to win that fight ."
GOLD SEQ: 	 b"and he ' s going to win that fight ."
PRED SEQ:	 b"and the player ' s going to win that fight ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.108455166, 0.05186619, 0.17186815, 0.38741452, 0.2220223, -0.014043838, 0.22277778, 0.053925313, 0.22538248, 0.14073694, -0.1958206]
GOLD TOK: 	 [['he']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s time for the united states to start thinking big once again ."
GOLD SEQ: 	 b"but it ' s time for our country to start thinking big once again ."
PRED SEQ:	 b"it ' s time for the united states to start thinking big once again ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3907314, -0.052145228, -0.20717163, -0.12479029, 0.051733352, 0.105798215, 0.010060489, 0.09472023, 0.079168126, 0.041188397, 0.19878203, 0.1856569, 0.2973865, 0.1979525, -0.29548505]
GOLD TOK: 	 [['but'], ['our', 'country']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'some have claimed to claim that in this building .'
GOLD SEQ: 	 b'many are in this building .'
PRED SEQ:	 b'some have claimed to claim that in this building .'
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.09865666, 0.16285747, 0.2966559, 0.4343513, 0.15254247, 0.35248584, 0.51704097, 0.20995131, -0.027646795, -0.22107327]
GOLD TOK: 	 [['many', 'are']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the clinton ##s made almost $ 60 , 000 in gross income while she was secretary of state .'
GOLD SEQ: 	 b'the clinton ##s made almost $ 60 , 000 in gross income while she was secretary of state .'
PRED SEQ:	 b'the clinton ##s made up to provide almost $ 60 , 000 in gross income while she was secretary of state .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.027756598, 0.040699802, 0.09318211, 0.22280204, 0.11609148, 0.07040915, -0.07133799, -0.1442031, -0.1950222, 0.37741786, 0.21533206, 0.15325806, 0.3165995, -0.10933154, 0.0026570186, -0.060350314, -0.11871567, -0.10218218, 0.014854819]
GOLD TOK: 	 []
PRED TOK: 	 [['up', 'to', 'provide']]
################################################################################
IN SEQ: 	 b"new e - mail ##s revealed by abc news just yesterday show that during the earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
GOLD SEQ: 	 b"new e - mail ##s revealed by abc news just yesterday show that during the deadly earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
PRED SEQ:	 b"new e - mail ##s claimed by abc news just yesterday show that during the earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.18381359, 0.08359522, 0.06480953, 0.029008508, -0.08263618, -0.18930252, -0.00859556, 0.34270832, 0.13282296, 0.17908856, 0.16771428, -0.1219514, 0.10822758, 0.29051694, 0.06989017, 0.0070336834, 0.2285124, -0.018932924, -0.08146426, 0.33394855, 0.11697685, 0.13354045, 0.019154958, 0.04060787, 0.002306074, 0.15252498, -0.020402078, 0.14474982, 0.23732756, -0.02084252, 0.29102367, 0.046535328, 0.12896854, 0.112409815, -0.18552515, 0.09099001, 0.071300745, -0.17006166]
GOLD TOK: 	 [['deadly']]
PRED TOK: 	 [['claimed']]
################################################################################
IN SEQ: 	 b'they were never like that .'
GOLD SEQ: 	 b'they were never like that .'
PRED SEQ:	 b'they were never like that .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.22679311, -0.042705514, -0.16829525, -0.022816079, 0.047758795, -0.20248343]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she couldn ' t remember whether she was trained on handling classified information ."
GOLD SEQ: 	 b"she couldn ' t even remember whether she was trained on handling classified information ."
PRED SEQ:	 b"she couldn ' t remember whether she was trained on handling classified information ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.20415017, 0.29400805, 0.11157229, 0.2142587, 0.41522902, 0.19311965, 0.23936807, 0.30238965, 0.21182624, 0.5073555, 0.28286642, 0.25679, 0.3314194, -0.36990887]
GOLD TOK: 	 [['even']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i ' s you ' d ."
GOLD SEQ: 	 b'i love you , too .'
PRED SEQ:	 b"i ' s you ' d ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]
PRED DIST: 	 [-0.12362493, 0.21727891, -0.19692305, 0.102945566, 0.047685493, -0.17609534, -0.070666455]
GOLD TOK: 	 [['love'], [',', 'too']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"people don ' t know ."
GOLD SEQ: 	 b"i don ' t know ."
PRED SEQ:	 b"people don ' t know ."
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.12596282, 0.022556558, -0.5819737, 0.024138197, 0.15499835, -0.09017277]
GOLD TOK: 	 [['i']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
GOLD SEQ: 	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form our inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
PRED SEQ:	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.1052428, 0.09137885, -0.11162956, 0.4847773, 0.12007108, 0.2711866, 0.21389064, 0.24463761, 0.19986968, 0.046571538, 0.30348593, -0.34222078, 0.18895352, 0.08133573, 0.287652, 0.32324415, 0.3352218, 0.2224929, 0.19543278, 0.19965331, 0.097319365, 0.049793907, 0.21696664, 0.17630677, -0.08933051, -0.24255311, -0.0022633113, 0.04693462, -0.2215244, -0.27163428, 0.37399346, 0.29014388, -0.053757146, 0.27695605, 0.1774071, 0.05452304, 0.15018806, -0.34394947, 0.35488465, 0.1154048, -0.1772719, -0.06608523, -0.03880088, -0.011276834, -0.096594095, -0.10178075, 0.18991953, 0.07389587, 0.012057301, 0.048980147, -0.072579086, 0.020142928, 0.09967923, 0.13225392, -0.22505182]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one of the biggest problems facing young people and families today is the cost of college education .'
GOLD SEQ: 	 b'one of the biggest problems facing young people and families today is the cost of college education .'
PRED SEQ:	 b'one of the most significant problems facing young people and families today is the cost of college education .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.28882438, -0.30265924, -0.1381346, -0.24631256, -0.17416072, 0.102839135, 0.02977831, -0.058699384, 0.108345054, -0.07539062, -0.24641076, -0.06139618, -0.05943793, -0.1695548, -0.0111453235, 0.0016605817, -0.16641401, -0.21956483]
GOLD TOK: 	 []
PRED TOK: 	 [['most', 'significant']]
################################################################################
IN SEQ: 	 b"people can ' t bring it back ."
GOLD SEQ: 	 b"we can ' t bring it back ."
PRED SEQ:	 b"the people can ' t bring it back ."
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.5088266, -0.10870998, -0.5274197, -0.05330619, 0.22868702, 0.087072045, 0.084236875, -0.30986494]
GOLD TOK: 	 [['we']]
PRED TOK: 	 [['the']]
################################################################################
IN SEQ: 	 b'[ the same people paying bill clinton for speeches were lobbying hillary clinton at the same time , same time .'
GOLD SEQ: 	 b'[ boo ##ing ] the same people paying bill clinton for speeches were lobbying hillary clinton at the same the same time , same time .'
PRED SEQ:	 b'[ the same people paying bill clinton for speeches were criticizing hillary clinton at the same time , same time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.30037117, -0.11270368, 0.0674804, 0.039017923, 0.23683952, 0.10018668, -0.0047736242, -0.08615411, -0.15557887, 0.15215686, 0.014279142, -0.21840578, -0.02380173, 0.17465632, -0.0047712326, -0.061834186, -0.061839484, -0.08677767, -0.06446929, -0.032154243, -0.34809017]
GOLD TOK: 	 [['boo', '##ing', ']'], ['the', 'same']]
PRED TOK: 	 [['criticizing']]
################################################################################
IN SEQ: 	 b'the t ##pp will not only destroy destroy our manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
GOLD SEQ: 	 b'the t ##pp will not only destroy our manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
PRED SEQ:	 b'the t ##pp will not only destroy the manufacturing of american manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.31162918, -0.31573683, -0.22689861, -0.2663982, -0.43306565, 0.0851845, -0.04738127, -0.023347534, -0.09301817, -0.15671879, -0.5878255, -0.13217464, -0.15925412, -0.14926632, -0.1354147, -0.28347299, -0.23337376, -0.05812909, -0.21365756, -0.1795925, -0.08143917, 0.07808752, -0.055705354, -0.04886038, -0.483686]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'manufacturing', 'of', 'american']]
################################################################################
IN SEQ: 	 b'but we must use ideological warfare as well .'
GOLD SEQ: 	 b'but we must use ideological warfare as well .'
PRED SEQ:	 b'but the people must use ideological warfare as well .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.36421794, -0.15957509, -0.26720077, -0.023952536, -0.012225797, -0.05451684, -0.2116808, -0.12343764, -0.1717389]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'people']]
################################################################################
IN SEQ: 	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , more than obama .'
GOLD SEQ: 	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , much more than obama .'
PRED SEQ:	 b'[ applause ] the e - mail ##s also claim that hillary clinton believes in global governments , unlimited immigration unlimited , more than obama .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3499161, -0.21988402, -0.115460604, -0.2507136, -0.18508893, -0.22351077, -0.11780276, -0.19935611, -0.23456828, -0.41996366, -0.14907658, -0.40450272, -0.41565603, -0.20119381, 0.22424889, 0.058770165, -0.09318355, -0.062351093, 0.0655764, -0.06689563, -0.15982023, -0.35463446, -0.22323817, -0.24210191, -0.2736019, -0.456374]
GOLD TOK: 	 [['much']]
PRED TOK: 	 [['claim']]
################################################################################
IN SEQ: 	 b"she stated that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
GOLD SEQ: 	 b"she understood that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
PRED SEQ:	 b"she claimed that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.21911791, -0.27527773, -0.094358176, -0.35956207, -0.16819954, -0.18200786, -0.11645639, -0.06829007, -0.066765815, -0.0664255, -0.07225539, -0.43195665, -0.05157675, 0.06290942, -0.42901778, -0.07399233, 0.17226073, 0.046923447, -0.038490787, -0.0067583825, -0.017014652, -0.025611624, -0.04080592, -0.39827472]
GOLD TOK: 	 [['understood']]
PRED TOK: 	 [['claimed']]
################################################################################
IN SEQ: 	 b"we can ' t give you the money ."
GOLD SEQ: 	 b"but we can ' t give you the money ."
PRED SEQ:	 b"the person can ' t give you the money ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.25423232, -0.16462567, -0.55755126, -0.06901961, -0.13754824, 0.26963395, 0.15173693, 0.015137568, -0.31662613]
GOLD TOK: 	 [['but']]
PRED TOK: 	 [['the', 'person']]
################################################################################
IN SEQ: 	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its forms , and seek a new future built on our common culture and values as one american people .'
GOLD SEQ: 	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its ugly forms , and seek a new future built on our common culture and values as one american people .'
PRED SEQ:	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its forms , and seek a new future built on our common culture and values as one american people .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.23211809, -0.04456693, -0.03988827, -0.192858, -0.15672366, -0.079145744, 0.16171545, 0.091961026, 0.23403457, 0.063365355, 0.34871024, -0.043876875, -0.003489405, 0.5020274, -0.07841802, 0.43723506, 0.1860658, 0.17700537, 0.07762741, -0.23583698, -0.5074088, 0.037631497, 0.036950126, 0.21914548, 0.068073034, 0.053680316, -0.025078513, -0.11303298, 0.0333461, 0.12986358, 0.19284102, 0.26806596, 0.016308919, 0.011438131, -0.12876156, -0.09841233, -0.080032066, -0.22529127]
GOLD TOK: 	 [['ugly']]
PRED TOK: 	 []
