################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the of isis , and we are going to defeat them fast .'
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.20323461, -0.050384954, -0.21333447, 0.03619687, -0.2397895, -0.21023387, -0.17847334, -0.1949782, -0.15265296, -0.2108917, -0.016172696, -0.10377255, 0.0043744594, -0.32375237, -0.30206275, -0.18278575, -0.11913246]
GOLD TOK: 	 [['doesn', "'", 't'], ['here']]
PRED TOK: 	 [['said'], ['whatever']]
################################################################################
IN SEQ: 	 b'we will have one american nation .'
GOLD SEQ: 	 b'we will have one american nation .'
PRED SEQ:	 b'we will have one american nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.53740895, -0.7052516, -0.5694324, -0.44793773, -0.5092773, -0.4715707, -0.69701135]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you ' ve taken in harder than most states ."
GOLD SEQ: 	 b"you ' ve taken in harder than most states ."
PRED SEQ:	 b"you ' ve taken harder than most states ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.17233643, -0.09434266, -0.26698837, -0.12177676, -0.15172032, -0.21700558, -0.08987917, -0.07303563, -0.4825405, -0.32336566]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'those end beginning on november 8th .'
GOLD SEQ: 	 b'those failures end beginning on november 8th .'
PRED SEQ:	 b'the majority end beginning beginning on november 8th .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.13509065, -0.3298455, -0.31491712, -0.27592766, -0.041585732, -0.12252006, -0.12176894]
GOLD TOK: 	 [['failures']]
PRED TOK: 	 [['the', 'majority'], ['beginning']]
################################################################################
IN SEQ: 	 b'japan is possible us off with the cars .'
GOLD SEQ: 	 b'japan is ripping us off with the cars .'
PRED SEQ:	 b'japan is possible to be possible us off with the cars .'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.032238834, -0.003768459, -0.06069017, -0.041719638, 0.0675452, 0.07019703, 0.07971422, -0.0754472, -0.20499375]
GOLD TOK: 	 [['ripping']]
PRED TOK: 	 [['possible', 'to', 'be']]
################################################################################
IN SEQ: 	 b'now , to present time .'
GOLD SEQ: 	 b'now , fast - forward to present time .'
PRED SEQ:	 b'now , to present time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.5054995, -0.3443064, -0.43141842, -0.53425336, -0.49966002, -0.57491255]
GOLD TOK: 	 [['fast', '-', 'forward']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
GOLD SEQ: 	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
PRED SEQ:	 b'this obama - clinton directive will shut down most , if not all , coal - powered electricity plans in america .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.36763307, -0.42612174, -0.47359967, -0.3955086, -0.35161686, -0.499122, -0.44840112, -0.50973153, -0.37568656, -0.30763525, -0.44339514, -0.6053696, -0.34526822, -0.22433542, -0.5307838, -0.5255094, -0.43201703, -0.45919183, -0.5516638, -0.16771808, -0.47027814, -0.2918402]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] i want to express our support for the people of france , and we mo ##urn their loss as a nation .'
GOLD SEQ: 	 b'[ applause ] i want to express our un ##yi ##eld ##ing support for the people of france , and we mo ##urn their loss as a nation .'
PRED SEQ:	 b'[ applause ] i want to express our support for the people of france , and we mo ##urn their loss as a nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.41641593, -0.5392935, -0.45788646, -0.37940145, -0.3102492, -0.36461282, -0.3036924, -0.6446568, -0.29391783, -0.41414618, -0.5267598, -0.55455196, -0.7747331, -0.26006573, -0.0042203236, -0.35073417, -0.4418674, -0.5588354, -0.27434552, -0.5531049, -0.2128603, -0.111354545, -0.25883505, -0.3408791, -0.5198767]
GOLD TOK: 	 [['un', '##yi', '##eld', '##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they kept cash in .'
GOLD SEQ: 	 b'they kept cash ##ing in .'
PRED SEQ:	 b'they kept cash in .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.50919497, -0.38456845, -0.3088393, -0.24079783, -0.43031883]
GOLD TOK: 	 [['##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
GOLD SEQ: 	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
PRED SEQ:	 b"they ' ve just assumed they ' ll get your support and done nothing in return for it ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.14415242, -0.2644283, -0.5209036, -0.36285907, -0.24551687, -0.49963206, -0.21654238, -0.30119205, -0.27766973, -0.5409985, -0.32679063, -0.7019395, -0.69169635, -0.6249222, -0.254498, -0.6034838, -0.62647724, -0.27391386, -0.14400192]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'on top of that she promises un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within country .'
GOLD SEQ: 	 b'on top of that she promises un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within our country .'
PRED SEQ:	 b'on top of that she claims to promises un ##con ##tro ##lled , low - skilled immigration that continues to reduce jobs and wages for american workers , and especially for african - american and hispanic workers within country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.31215245, -0.55427366, -0.6615302, -0.3728088, -0.4714222, -0.46020985, -0.5938046, -0.46818024, -0.51314867, -0.5242181, -0.2991925, -0.4528548, -0.45553106, -0.27403903, -0.40598923, -0.75839686, -0.6023195, -0.6041072, -0.41013947, -0.565639, -0.70810986, -0.4443068, -0.40507978, -0.29471952, -0.68043005, -0.166251, -0.4201533, -0.4859427, -0.3768047, -0.21260521, -0.59080184, -0.34106696, -0.4302471, -0.2619828, -0.5304096, -0.12513962, -0.41653702, -0.45516515]
GOLD TOK: 	 [['our']]
PRED TOK: 	 [['claims', 'to']]
################################################################################
IN SEQ: 	 b'[ applause ] and hillary is going to cut your social security and in ##jure medicare .'
GOLD SEQ: 	 b'[ applause ] and hillary is going to cut your social security and really in ##jure medicare .'
PRED SEQ:	 b'[ applause ] and hillary is going to cut your social security and in ##jure medicare .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.61219126, -0.6550344, -0.69244426, -0.6664319, -0.67484426, -0.41979182, -0.44121662, -0.40792924, -0.39291763, -0.5686513, -0.54313976, -0.45173377, -0.38459983, -0.40339327, -0.5073447, -0.53045, -0.5672477]
GOLD TOK: 	 [['really']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'just let your product come right in , no tax , no nothing .'
GOLD SEQ: 	 b'but just let your product come right in , no tax , no nothing .'
PRED SEQ:	 b'just let your product come right in , no tax , no nothing .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.41182452, -0.45673305, -0.6341396, -0.21034048, -0.26828337, -0.27396783, -0.14414799, -0.17564037, -0.40526825, -0.30339894, -0.41193688, -0.5392972, -0.4623107, -0.5836754]
GOLD TOK: 	 [['but']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"america is far less safe and the world is less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
GOLD SEQ: 	 b"america is far less safe and the world is far less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
PRED SEQ:	 b"america is far less safe and the world is less stable than when obama made the decision to put hillary clinton in charge of america ' s foreign policy ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.49456555, -0.47739786, -0.24997856, -0.1920512, -0.30699056, -0.4894998, -0.54108155, -0.2089637, -0.2867374, -0.11857488, -0.31706578, -0.11926228, -0.07894924, -0.31970295, -0.38174468, 0.14935997, -0.46325594, -0.1396734, -0.3490055, -0.34917206, -0.5576674, -0.030638449, -0.2447131, -0.3013072, -0.33662295, -0.036901105, 0.049449474, -0.08565528, -0.0025309399, -0.58822733]
GOLD TOK: 	 [['far']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"we ' re soon going to be at $ 20 trillion ."
GOLD SEQ: 	 b"we ' re soon going to be at $ 20 trillion ."
PRED SEQ:	 b"we ' re sometimes going to be at $ 20 trillion ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.2533703, -0.25002646, -0.4316607, -0.28241783, -0.25813276, -0.30420643, -0.2935546, -0.3792747, -0.35763568, -0.36302263, -0.34321058, -0.10977513]
GOLD TOK: 	 []
PRED TOK: 	 [['sometimes']]
################################################################################
IN SEQ: 	 b'my opponent dismissed the va as being not widespread one more sign of how out of touch she really is .'
GOLD SEQ: 	 b'my opponent dismissed the va scandal as being not widespread one more sign of how out of touch she really is .'
PRED SEQ:	 b'my opponent dismissed the va as being not widespread one more sign of how out of touch she really is .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.43679112, -0.35878497, -0.17725554, -0.18681711, -0.22746459, -0.05273825, -0.08447775, -0.22523703, -0.01833316, -0.35921314, -0.32753375, -0.31062317, -0.42364872, -0.18859088, 0.07995655, -0.1471152, 6.0252845e-05, -0.025270902, -0.20733067, -0.03661245, -0.2900498]
GOLD TOK: 	 [['scandal']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"and the player ' s going to win that fight ."
GOLD SEQ: 	 b"and he ' s going to win that fight ."
PRED SEQ:	 b"and the player ' s going to win that fight ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.33298174, -0.18649282, -0.28167322, -0.2047004, -0.19679298, -0.4506693, -0.35052216, -0.38749748, -0.069786064, -0.08118467, -0.40631372]
GOLD TOK: 	 [['he']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s time for the united states to start thinking big once again ."
GOLD SEQ: 	 b"but it ' s time for our country to start thinking big once again ."
PRED SEQ:	 b"it ' s time for the united states to start thinking big once again ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.19155288, -0.27058154, -0.2276933, -0.40294272, -0.5387112, -0.43156314, -0.3806027, -0.42669412, -0.2716072, -0.30605823, -0.04411727, -0.19015387, -0.07518769, -0.1461865, -0.4055678]
GOLD TOK: 	 [['but'], ['our', 'country']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'some have claimed to claim that in this building .'
GOLD SEQ: 	 b'many are in this building .'
PRED SEQ:	 b'some have claimed to claim that in this building .'
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.51712334, -0.6032924, -0.3074893, -0.41063538, -0.30507478, -0.4401117, -0.029444344, -0.2507419, -0.3499922, -0.44618466]
GOLD TOK: 	 [['many', 'are']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the clinton ##s made almost $ 60 , 000 in gross income while she was secretary of state .'
GOLD SEQ: 	 b'the clinton ##s made almost $ 60 , 000 in gross income while she was secretary of state .'
PRED SEQ:	 b'the clinton ##s made up to provide almost $ 60 , 000 in gross income while she was secretary of state .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.35275972, -0.2469978, -0.55844444, -0.37415236, -0.24730632, -0.21320531, -0.14556299, 0.16858675, -0.2004194, 0.0063007064, -0.33926812, -0.21484593, -0.31974852, -0.2975596, -0.12040442, -0.30429298, -0.37208778, -0.463795, -0.21615127]
GOLD TOK: 	 []
PRED TOK: 	 [['up', 'to', 'provide']]
################################################################################
IN SEQ: 	 b"new e - mail ##s revealed by abc news just yesterday show that during the earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
GOLD SEQ: 	 b"new e - mail ##s revealed by abc news just yesterday show that during the deadly earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
PRED SEQ:	 b"new e - mail ##s claimed by abc news just yesterday show that during the earthquake in haiti , which killed over 150 , 000 people , the clinton ##s couldn ' t stop cash ##ing in ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.45454216, -0.330597, -0.6099498, -0.28603473, -0.66762835, -0.5589603, -0.61108506, -0.57884777, -0.6516838, -0.7343743, -0.52018434, -0.65686125, -0.696359, -0.51708186, -0.5015238, -0.5155473, -0.25272906, -0.4190044, -0.07802199, -0.15460679, -0.085693166, -0.33984858, -0.26741037, -0.41238612, -0.2854892, -0.3776136, -0.44187823, -0.3646922, -0.08645761, -0.41136295, -0.5199934, -0.27426735, -0.44857177, -0.5222707, -0.27570707, -0.50752544, -0.32431138, -0.29107642]
GOLD TOK: 	 [['deadly']]
PRED TOK: 	 [['claimed']]
################################################################################
IN SEQ: 	 b'they were never like that .'
GOLD SEQ: 	 b'they were never like that .'
PRED SEQ:	 b'they were never like that .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.55346805, -0.61454904, -0.5393074, -0.24996896, -0.3151667, -0.4123593]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she couldn ' t remember whether she was trained on handling classified information ."
GOLD SEQ: 	 b"she couldn ' t even remember whether she was trained on handling classified information ."
PRED SEQ:	 b"she couldn ' t remember whether she was trained on handling classified information ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.32624263, -0.39697647, -0.2506011, -0.43346924, -0.32220513, -0.42155454, -0.34381476, -0.32001212, -0.3438357, -0.38876238, -0.4598456, -0.23935995, -0.15899469, -0.123632066]
GOLD TOK: 	 [['even']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i ' s you ' d ."
GOLD SEQ: 	 b'i love you , too .'
PRED SEQ:	 b"i ' s you ' d ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]
PRED DIST: 	 [-0.2561482, -0.050793704, -0.24465263, -0.3297129, -0.20189707, -0.20280422, -0.4366678]
GOLD TOK: 	 [['love'], [',', 'too']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"people don ' t know ."
GOLD SEQ: 	 b"i don ' t know ."
PRED SEQ:	 b"people don ' t know ."
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.24442007, -0.4394125, -0.031000713, -0.3873989, -0.19371101, -0.25953877]
GOLD TOK: 	 [['i']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
GOLD SEQ: 	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form our inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
PRED SEQ:	 b"the political powers trying to stop us are the people who ' ve stripped the jobs form inner cities , trapped millions of african - americans and hispanic - americans in impoverished , crime - besieged neighborhoods , and left 70 million american women and child in poverty or near the brink of poverty ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3244341, -0.5573307, -0.8658974, -0.60899526, -0.7114474, -0.58523977, -0.84738415, -0.65223145, -0.4877438, -0.71756923, -0.590801, 0.117811486, -0.50061166, -0.099883676, -0.38408157, -0.38697255, -0.26078346, -0.21960181, -0.2828905, -0.3117026, -0.101484165, -0.09732142, -0.30546623, -0.22443509, -0.3778409, -0.40311334, -0.15089564, -0.2916872, -0.44192377, -0.4519458, 0.059195757, -0.1234726, -0.14758345, -0.49888292, -0.27562335, -0.075685784, -0.41317183, 0.09347412, -0.5770214, -0.3905613, -0.15192382, -0.3876181, -0.45757112, -0.35840103, -0.36222073, -0.63167834, 0.0015206337, -0.32451767, -0.42012852, -0.49874666, -0.11440165, -0.48754838, -0.67770195, -0.49300706, -0.473879]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one of the biggest problems facing young people and families today is the cost of college education .'
GOLD SEQ: 	 b'one of the biggest problems facing young people and families today is the cost of college education .'
PRED SEQ:	 b'one of the most significant problems facing young people and families today is the cost of college education .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.09448983, -0.19898608, -0.13341245, -0.1783548, -0.23654221, -0.10882932, -0.19859236, -0.27894807, -0.2808086, -0.24809256, -0.21296808, -0.18275532, -0.25236934, -0.24728388, -0.40442842, -0.23318447, -0.2571985, -0.15068546]
GOLD TOK: 	 []
PRED TOK: 	 [['most', 'significant']]
################################################################################
IN SEQ: 	 b"people can ' t bring it back ."
GOLD SEQ: 	 b"we can ' t bring it back ."
PRED SEQ:	 b"the people can ' t bring it back ."
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.47832808, -0.52460456, -0.015878916, -0.37242746, -0.6356565, -0.4091779, -0.38401115, -0.44379157]
GOLD TOK: 	 [['we']]
PRED TOK: 	 [['the']]
################################################################################
IN SEQ: 	 b'[ the same people paying bill clinton for speeches were lobbying hillary clinton at the same time , same time .'
GOLD SEQ: 	 b'[ boo ##ing ] the same people paying bill clinton for speeches were lobbying hillary clinton at the same the same time , same time .'
PRED SEQ:	 b'[ the same people paying bill clinton for speeches were criticizing hillary clinton at the same time , same time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.53773403, -0.532429, -0.4293551, -0.56437325, -0.37297887, -0.47189355, -0.42766157, -0.07928338, -0.20032606, -0.6457507, -0.48885173, -0.6080679, -0.55624086, -0.68804455, -0.3106408, -0.38404733, -0.4817691, -0.2625193, -0.5342272, -0.3691648, -0.45844907]
GOLD TOK: 	 [['boo', '##ing', ']'], ['the', 'same']]
PRED TOK: 	 [['criticizing']]
################################################################################
IN SEQ: 	 b'the t ##pp will not only destroy destroy our manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
GOLD SEQ: 	 b'the t ##pp will not only destroy our manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
PRED SEQ:	 b'the t ##pp will not only destroy the manufacturing of american manufacturing , but it will make america subject to the ruling ##s of foreign governments .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.22945726, -0.56697774, -0.6854322, -0.68425834, -0.2795449, -0.27520967, -0.3776788, -0.3768307, -0.37587953, -0.1611641, 0.074978784, -0.43921158, -0.60616803, -0.56993705, -0.36884522, -0.14806464, -0.09369736, -0.35349053, -0.26692674, -0.17947587, -0.49038148, -0.5750505, -0.3612628, -0.46539718, -0.44993883]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'manufacturing', 'of', 'american']]
################################################################################
IN SEQ: 	 b'but we must use ideological warfare as well .'
GOLD SEQ: 	 b'but we must use ideological warfare as well .'
PRED SEQ:	 b'but the people must use ideological warfare as well .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.339071, -0.59024704, -0.54319775, -0.47000864, -0.2992156, -0.3963096, -0.35990983, -0.52983963, -0.29543024]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'people']]
################################################################################
IN SEQ: 	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , more than obama .'
GOLD SEQ: 	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , much more than obama .'
PRED SEQ:	 b'[ applause ] the e - mail ##s also claim that hillary clinton believes in global governments , unlimited immigration unlimited , more than obama .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.5228337, -0.58522296, -0.486334, -0.33508283, -0.2948389, -0.57428426, -0.18400198, -0.49365312, -0.5506352, -0.50858945, -0.39349058, -0.3875035, -0.4432044, -0.09191398, -0.11420122, 0.06640178, -0.10255794, -0.15398301, -0.31060264, -0.3326518, -0.32112786, 0.14759362, -0.0487307, -0.14014576, -0.23447894, -0.22553083]
GOLD TOK: 	 [['much']]
PRED TOK: 	 [['claim']]
################################################################################
IN SEQ: 	 b"she stated that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
GOLD SEQ: 	 b"she understood that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
PRED SEQ:	 b"she claimed that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.404203, -0.49281967, -0.56344783, -0.1991098, -0.51945454, -0.40697873, -0.35434702, -0.2775027, -0.019088998, -0.057918906, -0.2811116, 0.02046819, -0.57782876, -0.5321858, -0.1228583, -0.57432467, -0.31925666, -0.12439924, -0.30606627, -0.39255255, -0.42572445, -0.4421609, -0.52791774, -0.41626367]
GOLD TOK: 	 [['understood']]
PRED TOK: 	 [['claimed']]
################################################################################
IN SEQ: 	 b"we can ' t give you the money ."
GOLD SEQ: 	 b"but we can ' t give you the money ."
PRED SEQ:	 b"the person can ' t give you the money ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.34162253, -0.2517019, 0.03932731, -0.152703, -0.4252499, -0.2892698, -0.29869652, -0.28791773, -0.36952692]
GOLD TOK: 	 [['but']]
PRED TOK: 	 [['the', 'person']]
################################################################################
IN SEQ: 	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its forms , and seek a new future built on our common culture and values as one american people .'
GOLD SEQ: 	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its ugly forms , and seek a new future built on our common culture and values as one american people .'
PRED SEQ:	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its forms , and seek a new future built on our common culture and values as one american people .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.4241361, -0.5358559, -0.56142926, -0.70717764, -0.37648904, -0.35746944, -0.11467181, -0.08270155, -0.32346871, -0.4511854, -0.14918305, -0.06279078, -0.5355512, -0.13954684, 0.0059367325, 0.023318812, 0.027884565, -0.26136166, -0.23165192, -0.06078402, 0.11696643, -0.3240284, -0.25137573, -0.50639296, -0.33740708, -0.2670884, -0.3467891, -0.38253468, -0.4805005, -0.26765734, -0.41325605, -0.52412015, -0.3641548, -0.37507573, -0.32182762, -0.2334753, -0.5422202, -0.5413643]
GOLD TOK: 	 [['ugly']]
PRED TOK: 	 []
################################################################################
